review_tag,hotel_star,address,services,price_range,hotel_name,review_score
"All reviews,florida mall,continental breakfast,short stay,clean rooms,per night,stayed nights,great place to stay,convenient location,spring break",2.5 star — La Quinta Inn & Suites Orlando South 2.5*,"2051 Consulate Dr,Orlando,FL,32837-8341","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Pool ,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$57 - $120 (Based on Average Rates for a Standard Room)
","
,
La Quinta Inn & Suites Orlando South
",3.5
"All reviews,free shuttle to the airport,waffle maker,free breakfast,yogurt,fridge and microwave,would stay again,nice pool,rooms were very clean,nice stay,convenient location,iron,maintenance",2.5 star — Days Inn Orlando Airport Florida Mall 2.5*,"9301 S Orange Blossom Trl,Orlando,FL,32837-8301","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Shuttle Bus Service,
Free Breakfast,
Airport Transportation,
Multilingual Staff,
Meeting Rooms,
Business Center with Internet Access,
Concierge,
Self-Serve Laundry ","
$50 - $112 (Based on Average Rates for a Standard Room)
","
,
Days Inn Orlando Airport Florida Mall
",3.5
"All reviews,universal studios,room was clean,hard boiled eggs,free breakfast,free shuttle,non smoking,breakfast bar,first floor,yogurt,walking distance,theme park,great stay,two queen beds,definitely stay here again,pets,lq,microwave",2.5 star — La Quinta Inn Orlando - Universal Studios 2.5*,"5621 Major Blvd,Orlando,FL,32819-7960","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool ,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Multilingual Staff,
Dry Cleaning,
Business Center with Internet Access,
Self-Serve Laundry ","
$88 - $169 (Based on Average Rates for a Standard Room)
","
,
La Quinta Inn Orlando - Universal Studios
",3.5
"All reviews,international drive,bunk beds,family suite,gift shop,pool side,wawa,pools,ducks,starbucks,housekeeper",3.5 star — Wyndham Orlando Resort International Drive 3.5*,"8001 International Drive,Orlando,FL,32819-9312","
Non-Smoking Hotel,
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms,
Suites ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Paid Internet ,
Room Service,
Free Parking,
Business Center with Internet Access,
Shuttle Bus Service,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$81 - $263 (Based on Average Rates for a Standard Room)
","
,
Wyndham Orlando Resort International Drive
",3.5
"All reviews,front desk,orlando airport,free breakfast,social hour,business area,long stay,an early morning flight,stayed one night,next morning,full kitchen,living area,yogurt,basketball court,waffle maker,separate bedroom,car rental,good nights sleep,king suite,would definitely stay here again,the hotel offers",3 star — Staybridge Suites Orlando Airport South 3*,"7450 Augusta National Dr,Orlando,FL,32822-5014","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Fitness Center with Gym / Workout Room,
Pool,
Hot Tub ,
Suites,
Kitchenette,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Shuttle Bus Service,
Free Breakfast,
Free Parking,
Airport Transportation,
Meeting Rooms,
Self-Serve Laundry,
Breakfast Available,
Dry Cleaning,
Laundry Service,
Concierge,
Multilingual Staff,
Conference Facilities ","
$112 - $213 (Based on Average Rates for a Standard Room)
","
,
Staybridge Suites Orlando Airport South
",4
"All reviews,indoor whirlpool,port canaveral,room was clean,an early morning flight,orlando international airport,hot breakfast,waffle maker,short stay,free breakfast,restaurants within walking distance,business center,one night stay,free shuttle,yogurt,rental car,hot tub,great rate,booked this hotel,convenient location,very nice hotel",3 star — Wingate by Wyndham Orlando International Airport 3*,"5750 Hazeltine National Dr,Orlando,FL,32822-5022","
Wheelchair access,
Non-Smoking Hotel ,
Fitness Center with Gym / Workout Room,
Pool,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Free Parking,
Shuttle Bus Service,
Airport Transportation,
Free Breakfast,
Room Service,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$104 - $200 (Based on Average Rates for a Standard Room)
","
,
Wingate by Wyndham Orlando International Airport
",4
"All reviews,free airport shuttle,shuttle service,free wifi,next morning,rental car,continental breakfast,water pressure,enjoyed my stay,yogurt,beds were comfortable,motels",2.5 star — Quality Inn Orlando Airport 2.5*,"2601 McCoy Rd,Orlando,FL,32809-7833","
Wheelchair access ,
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room,
Tennis Court ,
Non-Smoking Rooms,
Accessible rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Airport Transportation,
Free Breakfast,
Breakfast Available,
Room Service,
Meeting Rooms,
Business Center with Internet Access,
Concierge,
Self-Serve Laundry ","
$49 - $212 (Based on Average Rates for a Standard Room)
","
,
Quality Inn Orlando Airport
",3
,3 star — Westside Inn and Suites 3*,"3200 W Colonial Dr,Orlando,FL,32808-8023",,"
$75 - $250 (Based on Average Rates for a Standard Room)
","
,
Westside Inn and Suites
",4
,3 star — Oakwood at La Palazza 3*,"2450 Lake Debra Dr,Orlando,FL,32835-6622","
Beachfront,
Wheelchair access ,
Pool ,
Kitchenette,
Non-Smoking Rooms ,
Air Conditioning,
Refrigerator in room ,
Public Wifi ",,"
,
Oakwood at La Palazza
",4
,3 star — The Seasons 3*,"5736 S Texas Ave,Orlando,FL,32839-5533","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Tennis Court ,
Kitchenette,
Non-Smoking Rooms,
Suites ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Multilingual Staff,
Self-Serve Laundry ","
$801 - $812 (Based on Average Rates for a Standard Room)
","
,
The Seasons
",3.5
"All reviews,sales manager,bed was comfortable,free breakfast,front desk staff,non smoking,downtown orlando,neida,upgrading,sofa,dresser,television",2.5 star — Quality Inn & Suites Winter Park Village Area 2.5*,"626 Lee Rd,Orlando,FL,32810-5610","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Non-Smoking Rooms,
Smoking rooms available,
Accessible rooms,
Suites,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Breakfast Available,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Multilingual Staff,
Self-Serve Laundry ","
$67 - $144 (Based on Average Rates for a Standard Room)
","
,
Quality Inn & Suites Winter Park Village Area
",3.5
,3 star — Hyatt Place Orlando / Lake Buena Vista 3*,"8688 Palm Pkwy,Orlando,FL,32836-6433","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Suites ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Shuttle Bus Service,
Free Parking,
Free Breakfast,
Business Center with Internet Access ","
$108 - $245 (Based on Average Rates for a Standard Room)
","
,
Hyatt Place Orlando / Lake Buena Vista
",3.5
"All reviews,virgin holidays,games room,villa,airport,bed",4 star — Elite Vacations Highlands Reserve 4*,"2929-2931 Vineland Road,Orlando,FL,74746",,,"
,
Elite Vacations Highlands Reserve
",4
,2 star — Heritage Hotel 2*,"7900 S Orange Blossom Trl,Orlando,FL,32809-6910","
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms ,
Room Service,
Free Parking,
Meeting Rooms,
Laundry Service ","
$69 (Based on Average Rates for a Standard Room)
","
,
Heritage Hotel
",2
"All reviews,alligator alley,international drive,pool bar,universal studios,wet n wild,tower room,fresh towels,bit dated,cleaned every day,fridge and microwave,hotel is in a great location,pool side,florida,trolley,idrive,iron",3 star — International Palms Resort & Conference Center 3*,"6515 International Drive,Orlando,FL,32819-8217","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi ,
Free Parking,
Laundry Service,
Shuttle Bus Service,
Room Service,
Meeting Rooms,
Business Center with Internet Access,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Breakfast Available ","
$61 - $138 (Based on Average Rates for a Standard Room)
","
,
International Palms Resort & Conference Center
",3
"All reviews,westwood blvd,home away from home,cook breakfast,grab and go,fully equipped kitchen,the breakfast area,coffee pot,great place to stay,would definitely stay here again,pleasant stay,room service,pans,walmart,aquatica,bugs,rates",2.5 star — Extended Stay America - Orlando - Convention Center - Sports Complex 2.5*,"6451 Westwood Blvd,Orlando,FL,32821-8025","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Self-Serve Laundry,
Shuttle Bus Service ","
$67 - $146 (Based on Average Rates for a Standard Room)
","
,
Extended Stay America - Orlando - Convention Center - Sports Complex
",3.5
,2.5 star — Value Place Clarcona 2.5*,"4125 Clarcona Ocoee Rd,Orlando,FL,32810-4221","
Wheelchair access ,
Kitchenette,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Parking ","
$47 - $122 (Based on Average Rates for a Standard Room)
","
,
Value Place Clarcona
",3.5
"All reviews,black angus,universal studios,opposite wet n wild,on i drive,room was cleaned daily,min walk,place to sleep,lynx bus,cleaned every day,free shuttle,stay at this hotel again,coffee machine,florida,walgreens,microwave,ihop,aquatica",3 star — Monumental MovieLand 3*,"6233 International Dr,Orlando,FL,32819-8211","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry,
Meeting Rooms ","
$51 - $91 (Based on Average Rates for a Standard Room)
","
,
Monumental MovieLand
",3
"All reviews,penthouse suite,full kitchen,room was clean,pool and hot tub,hot breakfast,living area,nice stay,enjoyed my stay,short drive,fireplace",3 star — Hawthorn Suites By Wyndham Orlando International Drive 3*,"7975 Canada Ave,Orlando,FL,32819-9346","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Multilingual Staff,
Self-Serve Laundry,
Room Service,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge ","
$78 - $154 (Based on Average Rates for a Standard Room)
","
,
Hawthorn Suites By Wyndham Orlando International Drive
",3.5
"All reviews,new tower,rooftop pool,roof top bar,club level suite,waffle maker,wet n wild,universal studios,lake view,on i drive,yogurt,kitchenette,trolley,housekeeper",3 star — Ramada Plaza Resort and Suites Orlando International Drive 3*,"6500 International Dr,Orlando,FL,32819-8218","
Non-Smoking Hotel ,
Pool,
Bar/Lounge ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Free Breakfast,
Shuttle Bus Service,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$84 - $220 (Based on Average Rates for a Standard Room)
","
,
Ramada Plaza Resort and Suites Orlando International Drive
",3
"All reviews,yogurt,grab and go,hotels provide,florida mall,incredible staff,kitchen utensils,breakfast choices,bigger room,enjoyed my stay,budget hotel,pull out sofa,home away from home,the staff was friendly and helpful,location was perfect,the room was nice,free breakfast,walmart,playpen,cleanness,bfast",2.5 star — Extended Stay America - Orlando - Southpark - Commodity Circle 2.5*,"8687 Commodity Cir,Orlando,FL,32819-9003","
Non-Smoking Hotel,
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Kitchenette,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Self-Serve Laundry,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Multilingual Staff ","
$59 - $116 (Based on Average Rates for a Standard Room)
","
,
Extended Stay America - Orlando - Southpark - Commodity Circle
",3.5
"All reviews,building b,full kitchen,bedroom suite,palm cafe,washer and dryer,publix supermarket,international drive,pool area,main pool,premium outlets,master bath,smaller pool,home away from home,stayed in building,starbucks coffee,kids loved the pool,minute drive,games room,disney parks,family vacation",3.5 star — Floridays Resort Orlando 3.5*,"12562 International Drive,Orlando,FL,32821-6946","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Bar/Lounge,
Hot Tub,
Restaurant,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Shuttle Bus Service,
Room Service,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$152 - $406 (Based on Average Rates for a Standard Room)
","
,
Floridays Resort Orlando
",4.5
,3.5 star — Allure Resort International Drive Orlando 3.5*,"8444 International Dr,Orlando,FL,32819-9329","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Meeting Rooms,
Laundry Service,
Multilingual Staff ","
$75 - $286 (Based on Average Rates for a Standard Room)
","
,
Allure Resort International Drive Orlando
",3
"All reviews,early morning departure,close to the airport,worked great,enjoyed my stay,king room,free shuttle,rooms were clean,booked this hotel",2.5 star — Clarion Hotel Orlando International Airport 2.5*,"3835 McCoy Rd,Orlando,FL,32812-4114","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Spa,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms,
Suites ,
Air Conditioning ,
Free Internet,
Public Wifi,
Free High Speed Internet ( WiFi ) ,
Room Service,
Free Parking,
Airport Transportation,
Dry Cleaning,
Business Center with Internet Access,
Laundry Service,
Concierge,
Free Breakfast,
Banquet Room,
Shuttle Bus Service,
Meeting Rooms,
Conference Facilities,
Breakfast Available ","
$72 - $140 (Based on Average Rates for a Standard Room)
","
,
Clarion Hotel Orlando International Airport
",2.5
"All reviews,visiting orlando,small refrigerator,rooms were clean,enjoyed my stay,the room was nice,edc",2 star — Days Inn Orlando Downtown 2*,"3300 S Orange Blossom Trl,Orlando,FL,32839-8968","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool ,
Non-Smoking Rooms,
Smoking rooms available ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Dry Cleaning,
Business Center with Internet Access,
Laundry Service,
Self-Serve Laundry ","
$57 - $136 (Based on Average Rates for a Standard Room)
","
,
Days Inn Orlando Downtown
",2.5
"All reviews,place to sleep,universal studios,would definitely stay here again,fridge,pans,sink",2 star — Sunstyle Suites 2*,"7209 S Orange Blossom Trl,Orlando,FL,32809-5718","
Wheelchair access ,
Kitchenette,
Non-Smoking Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Public Wifi,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Laundry Service ","
$55 - $69 (Based on Average Rates for a Standard Room)
","
,
Sunstyle Suites
",2.5
,2.5 star — Baymont Inn & Suites Florida Mall 2.5*,"8820 S Orange Blossom Trl,Orlando,FL,32809-7914","
Wheelchair access ,
Pool ,
Family Rooms,
Suites,
Non-Smoking Rooms,
Smoking rooms available ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Free Breakfast,
Multilingual Staff,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Self-Serve Laundry ","
$45 - $90 (Based on Average Rates for a Standard Room)
","
,
Baymont Inn & Suites Florida Mall
",3
,2 star — Suburban Extended Stay South 2*,"9435 Delegates Dr,Orlando,FL,32837-8347","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool ,
Kitchenette,
Non-Smoking Rooms,
Smoking rooms available,
Accessible rooms ,
Microwave,
Refrigerator in room ,
Public Wifi,
Free High Speed Internet ( WiFi ),
Free Internet ,
Free Parking,
Self-Serve Laundry ","
$44 - $116 (Based on Average Rates for a Standard Room)
","
,
Suburban Extended Stay South
",2.5
,2 star — Royal Celebration Inn on Lake Cecile 2*,"4944 W Irlo Bronson Memorial Hwy,Orlando,FL,34746-5337","
Wheelchair access ,
Pool ,
Non-Smoking Rooms ,
Free Internet ,
Free Breakfast,
Free Parking,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$60 - $100 (Based on Average Rates for a Standard Room)
","
,
Royal Celebration Inn on Lake Cecile
",3
"All reviews,breakfast lady,budget hotel,universal studios,free breakfast,on i drive,breakfast room,lynx bus,wet n wild,fridge and microwave,two double beds,trolley stop,hotel is in a great location,clean towels,florida,idrive,aquatica",2.5 star — Floridian Express Hotel 2.5*,"6323 International Dr,Orlando,FL,32819-8213","
Non-Smoking Hotel,
Wheelchair access ,
Pool ,
Non-Smoking Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Multilingual Staff,
Self-Serve Laundry ","
$50 - $113 (Based on Average Rates for a Standard Room)
","
,
Floridian Express Hotel
",3
,2 star — Orlando Continental Plaza Hotel 2*,"6825 Visitors Cir,Orlando,FL,32819-8227","
Wheelchair access ,
Pool ,
Non-Smoking Rooms ,
Air Conditioning ,
Paid Wifi,
Paid Internet,
Free Internet ,
Free Parking,
Multilingual Staff,
Shuttle Bus Service,
Self-Serve Laundry ","
$35 - $110 (Based on Average Rates for a Standard Room)
","
,
Orlando Continental Plaza Hotel
",3
"All reviews,orlando eye,yogurt,mini fridge,ymca,hbo",2.5 star — Ramada Orlando Near Convention Center 2.5*,"8342 Jamaican Ct,Orlando,FL,32819-9313","
Wheelchair access ,
Pool ,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Multilingual Staff,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Self-Serve Laundry ","
$52 - $119 (Based on Average Rates for a Standard Room)
","
,
Ramada Orlando Near Convention Center
",3
,2.5 star — Quality Suites Universal South 2.5*,"9350 Turkey Lake Rd,Orlando,FL,32819-7319","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Accessible rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$66 - $153 (Based on Average Rates for a Standard Room)
","
,
Quality Suites Universal South
",3
"All reviews,universal studios,nice outdoor pool,bar soap,red lobster,room was clean,budget hotel,water pressure,wet n wild,front desk staff,walking distance,fridge and microwave,booked this hotel,ihop",2 star — Motel 6 Orlando International Drive 2*,"5909 American Way,Orlando,FL,32819-8201","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool ,
Non-Smoking Rooms ,
Air Conditioning ,
Paid Wifi ,
Free Parking,
Self-Serve Laundry ","
$51 - $88 (Based on Average Rates for a Standard Room)
","
,
Motel 6 Orlando International Drive
",3
"All reviews,international drive,clean bathroom,lynx bus,wet n wild,dennys,hairdryer",2.5 star — Heart of I-Drive 2.5*,"7200 International Drive,Orlando,FL,32819","
Wheelchair access,
Non-Smoking Hotel ,
Pool ,
Non-Smoking Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Shuttle Bus Service,
Meeting Rooms,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$46 - $125 (Based on Average Rates for a Standard Room)
","
,
Heart of I-Drive
",3
,2.5 star — Value Place Goldenrod Road 2.5*,"216 S Goldenrod Rd,Orlando,FL,32807-8201","
Wheelchair access ,
Kitchenette,
Non-Smoking Rooms,
Accessible rooms ,
Air Conditioning,
Refrigerator in room ,
Paid Wifi ,
Free Parking ","
$53 - $104 (Based on Average Rates for a Standard Room)
","
,
Value Place Goldenrod Road
",3
"All reviews,florida mall,free airport shuttle,free breakfast,walking distance,clean pool,pool area,we loved our stay,nice breakfast,excellent stay,bed was very comfortable,place to sleep",2.5 star — Econo Lodge Inn & Suites 2.5*,"8700 S Orange Blossom Trl,Orlando,FL,32809-7912","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Accessible rooms,
Suites ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Airport Transportation,
Free Breakfast,
Meeting Rooms,
Business Center with Internet Access,
Self-Serve Laundry ","
$54 - $80 (Based on Average Rates for a Standard Room)
","
,
Econo Lodge Inn & Suites
",3
"All reviews,international drive,red lobster,vending machine,within easy walking distance,close to sea world,trolley stop,breakfast staff,flat screen tv,coffee maker,clean towels,ihop,walgreens,aquatica",2.5 star — Clarion Inn & Suites At International Drive 2.5*,"9956 Hawaiian Ct,Orlando,FL,32819-8101","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Bar/Lounge,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Accessible rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Room Service,
Free Breakfast,
Multilingual Staff,
Breakfast Available,
Shuttle Bus Service,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Banquet Room,
Self-Serve Laundry ","
$67 - $156 (Based on Average Rates for a Standard Room)
","
,
Clarion Inn & Suites At International Drive
",3
,2.5 star — Value Place South Orlando 2.5*,"10401 S John Young Pkwy,Orlando,FL,32837-4023","
Non-Smoking Rooms,
Accessible rooms ,
Refrigerator in room,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Laundry Service ","
$53 - $131 (Based on Average Rates for a Standard Room)
","
,
Value Place South Orlando
",3
,2.5 star — Extended Stay America - Orlando - Southpark - Equity Row 2.5*,"4101 Equity Row,Orlando,FL,32819-9014","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Multilingual Staff,
Self-Serve Laundry ","
$63 - $122 (Based on Average Rates for a Standard Room)
","
,
Extended Stay America - Orlando - Southpark - Equity Row
",3
"All reviews,egg patties,pool and hot tub,sitting room,pull out bed,living area,place to sleep,cereal,idrive",2 star — Canada Drive Hotel and Suites 2*,"7400 Canada Ave,Orlando,FL,32819-8282","
Non-Smoking Hotel ,
Pool,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Accessible rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Breakfast,
Breakfast Available,
Free Parking,
Meeting Rooms,
Laundry Service,
Banquet Room ","
$63 - $137 (Based on Average Rates for a Standard Room)
","
,
Canada Drive Hotel and Suites
",3
"All reviews,free breakfast,free alcoholic drinks,indoor outdoor pool,universal studios,mac cheese,chicken strips,free shuttle,hot breakfast,hot tub,breakfast and dinner,sand lake,great stay,yogurt,each evening,every morning,make your own waffles,the general manager,international drive,exercise room,awesome hotel",3 star — Drury Inn & Suites Orlando 3*,"7301 West Sand Lake Road,Orlando,FL,32819-5207","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Non-Smoking Rooms,
Suites,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Public Wifi,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Free Breakfast,
Meeting Rooms,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry,
Breakfast Available ","
$109 - $242 (Based on Average Rates for a Standard Room)
","
,
Drury Inn & Suites Orlando
",4.5
,3 star — Homewood Suites by Hilton Orlando Convention Center South 3*,"6940 Westwood Blvd,Orlando,FL,32821","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Kitchenette ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Business Center with Internet Access ","
$161 - $171 (Based on Average Rates for a Standard Room)
","
,
Homewood Suites by Hilton Orlando Convention Center South
",
,4 star — The Grove Resort & Spa 4*,"14501 Grove Resort Avenue,Orlando,FL,34787",,"
$152 - $283 (Based on Average Rates for a Standard Room)
","
,
The Grove Resort & Spa
",
,2 star — Ambassador Hotel 2*,"929 W Colonial Dr,Orlando,FL,32804-7313",,,"
,
Ambassador Hotel
",1
,2.5 star — Katerina Hotel Orlando 2.5*,"830 Lee Rd.,Orlando,FL,32810","
Non-Smoking Hotel,
Wheelchair access ,
Pool ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking ","
$57 - $98 (Based on Average Rates for a Standard Room)
","
,
Katerina Hotel Orlando
",1.5
,2.5 star — Royal Inn 2.5*,"7101 S Orange Blossom Trl,Orlando,FL,32809-5716","
Pets Allowed ( Dog / Pet Friendly ) ,
Pool ,
Non-Smoking Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Public Wifi,
Free High Speed Internet ( WiFi ) ",,"
,
Royal Inn
",1.5
,2 star — Travelodge Orlando near Florida Mall 2*,"1850 W Landstreet Rd,Orlando,FL,32809-7981","
Air Conditioning ,
Free Parking,
Free Breakfast ","
$55 - $85 (Based on Average Rates for a Standard Room)
","
,
Travelodge Orlando near Florida Mall
",2
