x,sentiment
Statistics to remember. Significant Northern pro-Leave data https://t.co/6lEnukFRZN #EU #brexit Features video of clear promises by Cameron,
"You truly are a deluded, selfish fuckwit! @richardbranson You lost, get over it! #Brexit https://t.co/7kQBPwdT3T",
"At the #brexit and #trump party, clearly. Eerily insightful for a procedurally generated twitterbot. https://t.co/mDfuJ9kbI8",
Concern grows over consequences of #Brexit and food price rises says survey https://t.co/o7RgHxJPy2 https://t.co/gB63DeYXd3,
"Full Details Of SECOND #Brexit Legal Challenge https://t.co/K8kQLIfBYo
#EU #Europe #Article50 #Remain https://t.co/1ohcpvTdVG",
#London is a global centre for all things #FinTech. But is the #Brexit vote threatening to change this? Find out: https://t.co/BudEIUIwq9,
"A small local newspaper poll compared the actual Sunderland vote? In real Brexit, Sunderland voted 82,394 voted Lea‰Û_ https://t.co/sOy6cN0IDW",
Great article. Clearly a very big section of society was misled to believe unachievable outcomes! #brexit #UKin2016‰Û_ https://t.co/igCTfbHHsz,
"Everyone is doing the Okey Cokey
https://t.co/FFRKmENzX9
#Blog #Brexit #EUReferendum #OUT #MMIH #Blogger",
UK Column News Thursday 3rd Nov 2016 https://t.co/yMnaLH5xGz #brexit #melanie #shaw #VIP #child #abuse #UKIP,
@robinmarchesi EU is not set up 4 revision Way it operates is opaque- so many unelected law makers. If more democra‰Û_ https://t.co/60mX8ByjAT,
Is Theresa May(hem) making a Red White &amp; Blue #DogsBrexit out of #Brexit? Time will tell #JC4PM #CorbynNews‰Û_ https://t.co/2QNZq2KPQn,
@AndrewMitchmax3 It's the #brexit media make all the noise &amp; rant &amp; rave. They weren't getting anyone to go!,
Trump Kisses the British #Brexit baby https://t.co/EEqShUOQwf,
@umfundi @BrexitCentral The question was NOT clear. That's why we have this #brexit mess. We didn't know what it was and still don't!,
"@Jon_Garratt1 @TheFogeys That is what the 82% #brexit British press are telling everybody. Why do the Germans,  Dutch etc put up with it?",
"@mikejibson @NHSMillion if we'd stayed in the e.u your tonsils would've of been fine.
#brexit",
"If you stay in London you can see clearly, that she is NOT a decision maker.
She ran out of energy in the first 3 d‰Û_ https://t.co/k5k0kpAT15",
#Brexit ~Despite all the continuing #ProjectFear scare stories and unprovable doom &amp; gloom from #Remain the news ke‰Û_ https://t.co/VzXhpQpVuf,
I'd love to know the correlation in voting for #Brexit and #Louise #Redknapp on #Strictly.,
"How to succeed in the #Brexit negotiations, according to Jim Ratcliffe, billionaire boss of chemicals giant @INEOS https://t.co/PcNpOliuUm",
The public needs to be told (again!) that *every*possible* #Brexit option leaves them financially worse off. https://t.co/EoLfyk4nwL,
"Brendan O'Oneill (never heard of him till tonight) ""using the Law to thwart the will of the people"" Law is LAW!  #Brexit. #skypapers",
"@EUVoteLeave23rd at last some tough talk from our side - we do hold a strong hand, let's ensure we play that hand! #brexit",
Can we please have a vote on #Brexit Not just MPs but the people of the UK. Millions of people oppose it. The #48% may grow...,
"Is gold going up or down, wrong question these days, perhaps better, how much gold do I need to hedge? #gold #blackswan #Brexit",
British worm welcome #brexit https://t.co/KYu4OnhSmF,
Journalist rips into Remainers for branding '#ReallyBritish' gift shop 'RACIST' #Brexit https://t.co/Lmni6tF96P https://t.co/XqLHDsNQup,
Thanks for all your #Brexit tweets. It's time for bed. Will ponder what 'do one' might look like @_IanMoss https://t.co/ySLYQPc8aF,
"@sarahwollaston Let's not forget influence on Brexit, e.g. Russian Ultras attacking English fans. #brexit #Putin",
Yep!  Definitely time to track down my long lost Irish ancestors and apply for an Irish passport!  #BanTheCroissant‰Û_ https://t.co/835S8Q4uqt,
EU commissariat totally unused to hearing the word 'no' from member states. #Brexit was a no.,
Looks like we are in for a difficult time!  #BanTheCroissant #Brexit https://t.co/3zaW27Vi6m,
@ShehabiFares @FT @FinancialTimes The FT have consistently backed the wrong horse on all major issues #Euro #Brexit #Russia #Syria #Libya...,
@DailyMailUK  @sainsburys This is not quasi-fascist language - this is fascist language. #StopFundingHate‰Û_ https://t.co/DLUoma2Ig1,
@matt_greener 1/ Were not institutional bullies back then 2/ Had not forever alienated much of the *left* 3/ No #Brexit,
"Every news about #BREXIT or #TRUMP Not sure about 'Murica or UK, but my fun level is sure great again!‰Û_ https://t.co/Dlrg6cZl6L",
"Globalisation sold great on brochure, yet miserabely failed most of us.
Time to cut our losses and MOVE ON!
#Brexit!
https://t.co/JJ4AzWejxC",
Sorry but it looks like pain au chocolat is off the menu too!  #BanTheCroissant #Brexit https://t.co/c9IcPimuPf,
UK has the busiest three arenas in the world. Why do we need EU? #brexit #BrexitBritain https://t.co/r2MJol9pud,
@EUVoteLeave23rd No longer can take this place as the home of our Democracy while it is full of undemocratic MPs #brexit #electorate #people,
@FoxNews wow... wish US and UK could do a free trade deal to make a successful  #Brexit !!!!,
Hands-up.  I am a 'traitorous remainer' but this croissant is delicious!  #BanTheCroissant #Brexit https://t.co/CMYWbiHfUc,
"#Brexit politicians will be rightly blamed if public is not *better* off, not just same financially by next Election https://t.co/jKOar86i9a",
Loving this crowdfunding trick by some enterprising lawyers to get the public to pay their fees! Nice move chaps! hahaha  #brexit,
"Voted @saaraaaltovia tonight, someone NOT from UK 2win @TheXFactor wud b a massive achievement in this yr of massive F-Ups #brexit GO GO GO!",
"Yes, this is what I keep saying! #Brexit vote result of 52%-48% is v.close &amp; saying so isn't being a bad loser. https://t.co/GDCnQqCZDC",
"@Purfleetjohn Also you seem to think this #hollowunion falling apart is bad. No, it saves London, NI and Scotland from #Brexit.",
#Theresa May told by ministers to 'rein in' her chiefs of staff as #Boris does not trust them. #brexit #borisjohnson https://t.co/Fw5BbmoPC5,
@wilkes_nat @guardian Need the sort of cake you find in Amsterdam cafes! Otherwise #brexit makes no sense at all!,
Bloody #brexit https://t.co/87k007lHdc,
"Needs  #Tor Hidden Service &amp; anonymous payment methods, otherwise  #Brexit  bureaucrats will track @TheNewEuropean  readers / dissidents",
". @flossymacdoodle @GuyVerhofstadt 
Anyone taking it up would presumably lose UK protection while visiting #EU. 
#brexit",
"""in the past, whoever we choose, every time it is the same, and so we will vote for Mr Wilders.‰Ûù - https://t.co/y5ieUDhFsj #brexit #trump",
Just so you remember .#Brexit https://t.co/aEMR1XUO3i,
Wow. @JolyonMaugham's #crowdfund for #Brexit legal challenge is over 80% already https://t.co/fGOtQXOlUZ I plan to pledge once I get home,
RIP AA Gill.  #bestquote #brexit #AAGill #eu https://t.co/esBddyPHjX,
@Disabledgo: Hard #Brexit ‰Û÷will open up bigger #disability rights gap‰Ûª than a softer EU exit:‰Û_ https://t.co/3aVI9Zgrot,
Interview with Amb.of #France in London Sylvie #Bermann at @thetimes today: https://t.co/EEVvpSVlKg #Brexit,
162 #Pannick #DeKeyser #Art50 #BRexit #SupremeCourt T-shirts now sold in aid of @savechildrenuk https://t.co/022h5SnOWU,
Did CIA say Russians involved in #Brexit vote too? That's pretty explosive if true @guytaur @littlemslost1 @UntoldMurder,
"@TheHappyKipper Parl has shown they won't block it, let May sign the Article. #Brexit",
https://t.co/aK48kPUUUq How Hammond exploded in foul mouthed rant at Sir Bill Cash over #Brexit!  #VoteLeave‰Û_ https://t.co/LdUWhyzSna,
Gina Miller will be confident of victory as the #Brexit legal case comes to an end https://t.co/BbmQ0VKwBn #Business https://t.co/k6tLKXW1eX,
New #LSEBrexit event podcast! #humanrights after #Brexit w @conorgearty @StevePeers @lselaw https://t.co/tPHIjtESIo,
Embittered Remain campaigners are seeking to get EU judges to rule Brexit can be cancelled https://t.co/sLGYQCdJTd #Brexit,
Well done &amp; congratulations to @saaraaalto for making it to the final 2 on @TheXFactor UK. Best of luck tomorrow. NO #Brexit for music!!,
"Any call for any #Brexit is an admission that the 'lie' has done its worst.
#Remain &amp; https://t.co/JpRMFcmgap
Save‰Û_ https://t.co/ZUSvhEzxwq",
"@paul_trembath  (Also, frankly, the minorities here like me will likely end up forced out if we're subjected to #Brexit. It's bad already&gt;&lt;)",
Boris Johnson proposes amnesty for illegal immigrants after #Brexit https://t.co/JurqkF0bLs  #immigration #lifeintheuk #LH4U #Visas,
UK Column 18th August 2016  https://t.co/VCvHlrO4JJ #hillary #clinton #brexit #syria #yemen #named #person,
"Do you prefer a #BRexit that makes you better or worse off? ""Um, better""
""Poll shows people won't accept #BRExit that makes them worse off""",
"""You can't divorce your ex and expect to have sex the next day."" The best quote on #brexit #RIPAAGill",
".@ShippersUnbound on 7 moments that lost the EU ref for remain. Worth a gander, but is mildly depressing #Brexit: https://t.co/CpvznmB7oY",
Sainsbury's have put the price of their å£1 pizzas up by 10p. #Brexit has gone too far.,
Poll suggests UK public will not accept a Brexit that leaves them worse off. ’Ê_’áÂ’Ê_’á_#Brexit https://t.co/M8B9qnK5nI,
"Appeal of #Brexit Theatre
Eleven sat
An act to catch
As dogs and lobsters Pannick
Nessy May a Miller splash
'Fore‰Û_ https://t.co/aEMLu73Nw1",
The people are ENEMIES OF THE PEOPLE        #brexit https://t.co/kt74oi29yR,
Let's hope they waste more money on a worthless cause. Starting to sound like Scotland ’Ê_’_¥#Brexit https://t.co/mcoyTTWZ8u,
Confused about this Irish #Brexit court case? This short read explains it. https://t.co/3vVyeyoxGH,
Well worth reading #brexit #trump #humanrights https://t.co/GpsBfq1KnE,
"@CraigSm93919667 Cam for Remain, have no doubt, ditto Osbo.  Cheated, lied, deceived for Remain. #brexit",
@LitzTim @Stevenwhirsch99 @Ruach321  Pres Putin admires #Brexit!  Dislikes  EU!  Wants to get Merkel out!  #Brexit,
https://t.co/MJkgasYtzp MUST READ!  Outstanding #Brexit article by Sir Bill Cash.  How foul mouthed Hammond explode‰Û_ https://t.co/cwMlbmWdeg,
Axbridge Says BreXit Now! https://t.co/atmeeQVPOJ RT #LiberalFuture #LF #Liberal #Axbridge #Somerset #SelfDetermination #Brexit #BreXit #X,
"Voters were asked, will #Brexit make you better off?
And 5% said yes.
https://t.co/HbJ5HggvlQ",
Though i'll be happy if Sara Aalto wins What a massive ’Ê_’_¥u to the #brexit #DailyFail haters would that be? #xfactorfinal #XFactor,
Journalist rips into Remainers for branding '#ReallyBritish' gift shop 'RACIST' #Brexit https://t.co/Lmni6tF96P https://t.co/E8rS6j0GqQ,
Good #business could possibly help #brexit? Make it a bit less #political? What do you think?‰Û_ https://t.co/4DgTNVP9K2,
"#Brexit must be fair to working people ‰ÛÒ or there will be a backlash, writes Labour MP @Ed_Miliband in the Observer: https://t.co/dbbi63bxX6",
".@Avalon262 @TheFogeys The Autumn Statement showed a huge cost to #brexit. Under Tories, the poor will pay! Worrying https://t.co/UcZNYMIhpB",
State of this.....’Ê_’üâ’Ê_’üâ’Ê_’üâ’Ê_’üâ’Ê_’üâ #brexit https://t.co/oc3TGRsUg0,
@UK_PPN Out means different things to different people. The cost may be too high of May's #brexit. Either 2nd vote or Parliament decides,
"@UK_PPN They haven't. Our press is 82% #brexit &amp; feeds us propaganda. Germany,  Holland etc are ok.",
Poll looks at whether leave voters willing to accept any #financial loss as a result of #Brexit-few are prepared to https://t.co/M7dkUQfgC7,
I'm hearing Toby Jones plays the most diabloical man in Britain. Anyone know if it's the first on screen portrayal‰Û_ https://t.co/xkJGiUw7nN,
#draintheswamp @sirpauljenkins if this carries on it won't just be #brexit i voted remain now I want out.‰Û_ https://t.co/YTzqgGuxCE,
@SLATUKIP @guardian those who voted #brexit gotta have a reality check. No Deal will have a positive outcome for people at the bottom,
"Me in late June 2016 &amp; again at the end of the year.
#Brexit? Bin it!
#Remain... 'bigly' &amp; https://t.co/JpRMFcmgap https://t.co/zc4Wx42Moc",
"Year of #Brexit #Trump &amp; rise of #nationalism, win of young openly gay Finish #SaaraAalto in #XFactor would crack p‰Û_ https://t.co/gL16SMRLKQ",
"After all the calls of foreigners taking our jobs, imagine if a girl from Finland wins the X factor #irony #brexit #xfactorfinal #Ukip",
@here2supportall Its a public statement of commitment by @UKLabour to support #Brexit @Rosiecat2 @DailyMirror,
Poll suggests public will not accept a #Brexit that leaves them worse off https://t.co/DQI9cRoCC1,
"Better to be in the first lifeboat than to go down with the ship of this palpably failing pseudo-superstate 
https://t.co/nWSo6fIWWA #Brexit",
@UK_PPN I'd prefer Parliament to decide on type of #brexit or remain. Decide via a general election if necessary. Ref is a blunt instrument,
OMG! Why didn't anyone warn us #Brexit could leave us worse off? Oh‰Û_ https://t.co/8hbg4ZfScX,
"@ianrobo1 yes, exactly; we are going to get the worst of all possible worlds thanks to #brexit",
'Fundamental' #Brexit effect on #food and #drink #prices expected https://t.co/PNFeoT7ZGk #Inflation of 3.4% in #2017 alone.,
Early interesting results from our #EUreferendum poll; if held now #Brexit result would be reversed mainly due to h‰Û_ https://t.co/QVkeL9UN1R,
"Including half of leave voters....
Poll suggests public will not accept a #Brexit that leaves them worse off https://t.co/AFmJH6xYpJ",
"Why does Nicole keep saying ""YOUR. VERY. OWN. Matt Terry""? Because Sara is from THE EU??!! WE DIDN'T VOTE FOR THIS! #Brexit #XFactor",
Did Nicole actually implore us to vote for one of our own? #xfactor #brexit,
See both: Maugham on the specific of A50 that could make #Brexit a one way door whatever the deal &amp; Miller on who c‰Û_ https://t.co/xbAgs3wtjo,
"‰ÛÏLondon Calling‰Ûù, the documentary on @BBC bias during the referendum campaign - https://t.co/Zc0SFaigzQ hugely important issue #brexit",
"Increasingly obvious that hard, black, grey (whatever) #Brexit will alienate 74% of the country. No self respecting Govt can pursue that.",
"So, in effect, 26% of voters want the softest possible Brexit and 48% want EU. Surely EEA the only possible #Brexit‰Û_ https://t.co/i9amv1Swma",
Why watch a disaster movie nowadays? We are living in one! #Trump #Brexit #Putin #MarineLePen #Posttruth,
"Pro-Remain lawyers seek new legal challenge to Article 50 in Irish and EU courts  https://t.co/BGYMwUBPq2 
#Brexit",
Can you complete the Nigel Farage Pub Crawl?  My piece on #Brexit boozers. https://t.co/rwUnwt3Dyd,
BBC4 talks EU digital citizenship post #Brexit #Eresidency #Estonia https://t.co/BQs2AFneLO,
Hilarious! @DMGTplc (own #DailyMail UK's pro-#facist #brexit #newspaper) #Q3 results 1 Dec contained risk statement https://t.co/XZIEiNcDVk,
Cambridge University has stated it faces significant risks from #brexit https://t.co/KPcu4BQE9j,
Watched #TheRemainsOfTheDay in tribute to #PeterVaughan but was shocked at how relevant the story is to today! A mu‰Û_ https://t.co/mcLU9QlMfo,
@SaintTheJase Don't trust any politicians 2 do right thing Supporting everyone opposing #Brexit best I can do @jacquep @LibDems @Metatone2,
@technige @SLATUKIP 'We' need #Remain PPCs for an election that'll have at least 3 (maybe 3 1/2) #Brexit Partys.,
@SDChamp To me Wales seems 'out of the loop' on #Brexit Im trying really hard 2change that. Can't you just help? @curonhowells @Plaid_Cymru,
@robshawx Agreed. Arrogance. He won Indy with Project Fear supported by the press. In the EU ref the press were 82% pro #brexit,
"Seems to me alot of people voting for #Brexit wanted some protection from the effects globalisation, and not be thr‰Û_ https://t.co/uFsMkqYboZ",
.@UKIPNFKN Any kind of #Brexit will leave most of the British people worse off. #Remain @guardian,
The latest The Matthew Chattle Daily! https://t.co/WnmSNBWU7b Thanks to @SyriaUK @mammothscreen @PenIrvine #brexit #spidermanhomecoming,
"@EU_today @gcartwright001 @thebigissue @MayorofLondon homelessness isnt just a London issue, and it doesnt result from #brexit as u think",
"@SLATUKIP 
Didn't they know that they voted to have their pockets picked? FFS!! #Brexit ’Ê_’_ã’Ê_’_ã’Ê_’_ã",
"@Metatone2 Personally, I believe that opposing #Brexit is the only chance @LibDems might have to redeem themselves, just a little.",
"@damocrat @SkyNews he didn't speak out against #Brexit either, but then one Fabian society shill is much like another",
~17million Brits to be stripped of EU citizenship against will;a few million EU citizens might get deported.#brexit madness @ChrisFormaggia,
Latest #news roundup is here! #brexit #trump #may #turnerprize #vinyl #BRITs #StarWars #SpiderManHomecoming #youtube https://t.co/fju06ecu76,
How will our rights be secured post #brexit? EU citizen contributing in UK since 1997 @DavidLammy  @LibDems @timfarron @GuyVerhofstadt,
"Anyone?  The #LiberalDemocrats' leader wants his party to be the only one opposing #Brexit, not all his MPs agree. https://t.co/F59JZf8DXu",
"During #EUref many said higher prices for essentials was a price worth paying. what's changed? #Brexit #Reality 
https://t.co/XxovHSPLfS",
Channel4 news update #brexit time scale is 18-22 months. Could be the messiest and most costly divorce in history https://t.co/qNlVVbU7uk,
EU wants control of YOUR pension: Brussels' secret plan REVEALED https://t.co/m8XC9rgRsi #EU #brexit #referendum #voteleave,
@streboria @AntiTheFarLeft @edrennie77 @andyburnhammp #Brexit~#Labour so dishonest. #FreeMovement is #Left's way of destroying nation states,
"@SkyNews the news they have been running abt slavery/sex trafficking throughout the day w/o proof due 2 #brexit, time 4 ofcom 2get involved!",
"Public will accept a #Brexit that leaves them worse off, because the @Conservatives will ram it down their throats https://t.co/qXUvgra33z",
It works in politics (#USElection2016 and #Brexit) - doesn't work in business: too much controversy https://t.co/qpUUY6SYwy,
#Brexit voters https://t.co/oFDQH1b1Sx,
"#Brexit ~Membership* of #SingleMarket=#FreeMovement~ Visas until recently a part of life, though a deal may make th‰Û_ https://t.co/l2snL09bqD",
"@GuyVerhofstadt I admire you but please be very careful with #Brexit.If there's any cake for UK,this will destroy Europe and all we cherish.",
Is #Trump Victory the American #Brexit? - Learn the Similarities &amp; Differences in this article by @easymarkets &gt;&gt;‰Û_ https://t.co/JDnyIdVdc1,
"Pundits just make predictions, all predictions have been wrong this year... #leimci #lcfc @bbc606 #brexit #Trump #mcfc",
"Is the Netherlands next? Anti-establishment sentiment is all well and good, but learn from the mistakes of #brexit‰Û_ https://t.co/b3Jw6kW3Q6",
@GdnPolitics Well it's a bit late for that.  We're on the roller coaster and the scary bit hasn't even started. #brexit,
Poll suggests public will not accept a #Brexit that leaves them worse off https://t.co/2hisxCiYSM,
"""We want cake and we want to eat it!""
It'll cost you.
""OK, we'll stick with just having cake""
#Brexit economics.
https://t.co/TpEBt03bAa",
Those peddling long term benefit of demonetisation read this. No one wants hardship. Not even #Brexit voters.‰Û_ https://t.co/FUe4qC9ymY,
"@PeterBerg261 @spectator @Hepworthclare
Since #Brexit: the most subjective evidence-free constitutional proposition since universal suffrage",
"Forget #brexit :
DeepMind cofounder: Being in London was key to our success https://t.co/vfyhQXGZHg https://t.co/Rf3hqR7H7p",
ClientEarth: #Brexit is a pivotal moment for the UK to restore and enhance its natural environment #GreenerUK‰Û_ https://t.co/gI1HF1VHHA,
#Brexit - a good time to review your #business - https://t.co/y5haJdO2yY,
Tell me again how Trump is good for #Brexit Britain. https://t.co/mNr1USXrQW,
British lawyer's drive to raise funds for court case in Ireland to see if #brexit #brexitappeal can be halted. https://t.co/zvV19pgc1J,
Looking for a review of #JulietStevenson in #MaryStuart at the #Almeida? Look no further than here: https://t.co/MBA7tZHJHs #Brexit,
https://t.co/BNhyW1BLyc #Brexit has been reduced to XFactor politics:Gina Miller,
"It may seem cruel, but as there never was a meaningful call for #Brexit our Parliamentary Democracy would be best s‰Û_ https://t.co/JdO4bLdpNF",
Just seen @thishouseplay at TheGarrick. An exceptionally smart political comedy. Trailer: https://t.co/CWUiKd5P4V A‰Û_ https://t.co/pG2bgEwwHb,
@GazNorris15 @pastirka @theordinaryman2 I guess YOU didn't bother to VOTE. #lmao #brexit #hardbrexit,
"@SomersetNews https://t.co/mSPYIHmhsN‰Û_ #Boris Johnson said he has to express his view or no point doing job, May ac‰Û_ https://t.co/j1vMPZD3pp",
Free #trade is key to the UK‰Ûªs prosperity after #Brexit https://t.co/lF5Y5rVTZ2 #Business,
"@SomersetNews https://t.co/kKoRzVmCs6 @BorisJohnson said he has to express his view or no point doing job, May acce‰Û_ https://t.co/EPUw2IWpuY",
@Essexdb But no one has really costed #Brexit in full. Have you? Germany has zero cost between itself and France. @ProEuropa_GB @proremain,
"https://t.co/kKoRzVmCs6  @Borisjohnson cud never B a clone, after a talk, #May accepted that.  Said he is an asset.‰Û_ https://t.co/PFL8U1EHKy",
"I think we've all got the hang of @UKLabour #Brexit plans by now:Have all wages tend to '0'.
#Remain &amp;‰Û_ https://t.co/u2v2ReZ7lI",
"@mblakey777 @CharlesHThyme @guardian Oh sure, but you can see why Russia would be interested in making sure #Brexit succeed...",
I know how you feel @Number10cat. I think 2016 has left us all politically frazzled! #Brexit #Trump #May #Corbyn &amp;‰Û_ https://t.co/fbzoe1PR7K,
"Remoaners using foreign courts to undermine British democracy, that's what led to #Brexit in the first place!",
@Hugorelly #stopbrexit Doh! The Times (&amp; Murdoch himself) are crazed Remainiacs - but latest YouGov poll says now only 25% oppose #Brexit,
"Second poll in the space of about a fortnight with very similar results. Looks like for Sunderland, #Brexit meant å£‰Û_ https://t.co/paXI0mpY4R",
Supreme Court 'heading for 7-4 majority' to give @UKParliament vote on #Brexit #Law #Constitution https://t.co/vLLfONgqyj,
https://t.co/mM8Wmu04Pg Can Scotland be part of #brexit-Britain and the EU at the same time? | Politics | The Guardian,
"#Brexit anybody?
Anybody?
Any?
Body?
#Brexsh1t ’Ê_’_© https://t.co/g6Y16sBZKY",
"Five ways David Davis just killed London banking jobs post-#Brexit
https://t.co/cgcpSI5lZx",
"This right here:
https://t.co/0krIh8JVZ2
#brexit https://t.co/ZLncJRVo4w",
"And to be totally fair, @paddyashdown said No 2nd Ref 'even if Leave win' (albeit he didn't believe it wld). Well s‰Û_ https://t.co/u0AIay7Tn8",
Journalist rips into Remainers for branding '#ReallyBritish' gift shop 'RACIST' #Brexit https://t.co/Lmni6tF96P https://t.co/jmf50aARe3,
#Spotify telling it like it is on #London #Underground #Regrexit #brexit https://t.co/xg0MFprv8j,
@karengilly @BorisJohnson That is why Boris has been subjected to smear campaigns since b4 EU Ref. He is huge threa‰Û_ https://t.co/OnEYwLnoUD,
Trade deficit increases; Banks go for French licenses; universities expect å£350m loss. #Brexit shambles found here https://t.co/G7suyogQSK,
the same Governments and MSM that tells us that we won't survive #Brexit and the #EU will not give us a good deal.‰Û_ https://t.co/CPxMFS9aWT,
"Fake power to all
Interests to those at the top
Brexit Tory trap 
#BrexitHaiku #brexit #haiku #politics #democracy",
"""I voted Leave out of spite"" kindly Norfolk driver confides to hitchhikers from #bbcipm. ""It's the system:nothing ever changes.""  #Brexit",
"If @UKSupremeCourt claiming to abide by the law, knowing Br. ppl  lied to 4 30 years, finds 4 Miller, faith  in judiciary destroyed. #Brexit",
https://t.co/0oq2tug12I Groundswell support for @BorisJohnson for telling truth over Saudis  #borisjohnson #boris johnson #Brexit #VoteLeave,
Gove: Friendship with Camerons 'strained' over Brexit https://t.co/4utXmCbeNf A pittance when compared w/ UK's #BRexit destruction @BBCNews,
We can't afford human rights when we're so desperate to trade post-brexit #brexit https://t.co/NMomAJ4Clf,
@WeNeedEU NO.  We don't  You don't have sovereignty if British Law superceded by EU LAW.  Total BS. #Brexit  @BorisJohnson,
"Editor's notes: Calm down, banks aren't about to run for the European hills https://t.co/FMbPQy3j0C via @CityAM #Brexit #RespectTheResult",
"https://t.co/S9TFBKj5qn Do EU deal or biz off, @DavidDavisMP tells EU, well said!  @borisjohnson #borisjohnson‰Û_ https://t.co/s5ItCuH7cp",
"Erasmus seems more resigned to our folly than ever. 
#2016 #drumpf #europe #holbein #brexit‰Û_ https://t.co/l4HkStaUvd",
https://t.co/GZhcEEoDgw Government warns #brexit vote must not be relegated to a ‰Û÷footnote‰Ûª ahead of Supreme Court hearing,
Not another word ever? God let it be so.  Who put the broken into Britain? #Brexit https://t.co/W96fSEj22h,
UK Column News 6th Dec 2016 ~ Supreme Court Brexit case day 2 https://t.co/LmRJbiCRTc #syria #melanie #shaw #brexit,
"Deserves repeating: 
""We are in a terrible, terrible mess, and I'm not confident our Government has the least idea‰Û_ https://t.co/S4J0IRfqPl",
#Brexit in a single sentence. https://t.co/8OSysTFf8P,
"""London will still be the financial services capital of Europe in five, 10 and 15 years‰Ûª time"" https://t.co/NfWQwNZzTH #Brexit",
"@carolJhedges It should be a legal requirement. If you voted #Brexit, go dig spuds... @rejunevated @MikeHoffman1 @JusticeTrousers",
@SamHooper Any economic slowdown in U.K. Harms EU firms. Large UK assets held on books plus reliance on U.K. Investment for exports. #brexit,
3 million #brexit tweets reveal Leave voters talked about Immigration more than anything else https://t.co/cpbqdeWM5F via @jamesrbuk,
Sunderland Poll shows huge u-turn on #Brexit - original voted to Leave https://t.co/mCzmE0r7nv,
"Oh lord, David Davis fundamentally misunderstanding (again) that the balance of power lies with the EU?27? #Brexit https://t.co/kHlcJjSLul",
Seems lose-lose for EU commision with this Irish #Brexit #Article50 case. Hope the crowdfunding is a success! https://t.co/lVJHg4x6xq,
English people demonstrating in front of the @UKParliament because they want to continue being European citizens‰Û_ https://t.co/rDSqO25Uv0,
@laurakirsop @booksmartuk Love @udacity ‰ù_•üè Hate #brexit,
"VG. Shocking lack of prepartion for #Brexit. Usually Civil Service prepares for various outcomes, even a Corbyn gov‰Û_ https://t.co/yyimOBGWeV",
Fascinating thread/dialogue between @StevePeers and @jonworth discussing the new Irish #Brexit legal challenge‰Û_ https://t.co/EZSwVOld5M,
'Whiteness is ‰ÛÏnot seen as an ethnic positioning‰Ûù. It is the default' @MayaGoodfellow https://t.co/lO0pfxZbF2 @WritersofColour #Brexit,
A trendy new bar opened in #londonfields with fizzy red wine on tap but no beer. How can we #brexit from West London before it's too late?,
"Post-#Brexit, the FCA is taking the positive step of building bridges with #fintech regulators abroad:‰Û_ https://t.co/MwGbCSlVdV",
The #TRUTH has ALWAYS been a very powerful weapon. Only now the same elites call it #fakenews #DonaldTrumpPresident‰Û_ https://t.co/oNAuDbCbIv,
"RIP #AAGill-whose death has been announced- on the #Leave campaign &amp; #Brexit in general
 #writer
h/t-@Julian5News 
https://t.co/Akkml4q11X",
@SkyNews To be a balanced news network lets see some positive reports about #Brexit.,
"@ChukaUmunna Unbelievable #AntiBrexit telling Gambian President to ""respect your people,respect democracy, and GO""‰Û_ https://t.co/JQ30UKGZ9U",
The #Brexit Rap? @nipperbaker @sciencebeta,
"Top 5 things to do in 2016 #top5 #top10 #DonaldTrump #BottleFlipChallenge #dabchallenge #MannequinChallenge #Brexit
https://t.co/lWqa9W6npX",
"@HackneyAbbott No. You and Labour support the EU free movement of people, open borders to EU. It doesn't work!!‰Û_ https://t.co/aYKjyaCR2d",
"@guardian In light of this, must reconsider the #brexit outcome. Steps MUST be taken 2 safeguard ALL future elections from interference",
how will the changing political and economic climate affect the real estate market? https://t.co/dboMKPrxoI‰Û_ https://t.co/XJaM9hou3H,
@afneil now remoaners will blame #brexit for jeopardising UK export prospects...,
What has #Brexit meant for UK #recruiters? https://t.co/y61AZmq2Oa,
"@Kieran_1981 @whtel @ChukaUmunna @SkyNews Bad example of UK's democracy to the rest of the world #Brexit.
Keep VOTING till it goes your way",
"In keeping with most arguments for remaining in #EU this contains er, no arguments for remaining in EU! Amusing but‰Û_ https://t.co/l6dLbXxPVQ",
@ChukaUmunna Just like you respect democracy?#Brexit,
It would remove him from serious business of #brexit whilst appearing strong in opposition to May.,
@daily_politics @afneil Ken must be loving the attention so he should thank #brexit ’Ê_’üÏ,
Today's task is to convince members of the public to vote for something which is going to make them considerably wo‰Û_ https://t.co/VGVfh6b1X7,
This should be ringing alarm bells for @PHammondMP #brexitshambles #brexit https://t.co/EzpjgUp9VT,
Our latest report looks at the challenges businesses face following the #Brexit vote https://t.co/6OK3cqBJdb,
@Margybargy Before #Brexit I would've agreed. I don't want govt to have #AbsolutePower @jeremycorbyn @PeterMcC66 @UKLabour @johnmcdonnellMP,
"UK Lawyers Unite !!!
There's BIG å£å£å£å£å£å£å£ to be made on the #Brexit issues https://t.co/psyNPc0o83",
#TheGreatRepealAct I wish @UKLabour would make up its mind. You can't have #Brexit and guarantee #HumanRights #ECHR #HumanRightsDay,
@NewEuropeans i guess that would mean some sort of eu tax for #brexit #EUcitizenz ?,
