"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
5,2013-12-16,"M","M","M","M","10","M","M","M","0707","1614"," ","M","M","M","29.98","13.9","27","M"
6,2013-12-16,"67","25","46","-4","30","37","19"," 0","0720","1733"," ","0.0","0.00","29.72","30.28"," 3.8","19","3.9"
7,2013-12-16,"67","32","50","M","27","38","15"," 0","-","-"," ","0.0","0.00","28.74","30.13"," 8.3","21","8.5"
8,2013-12-16,"67","31","49","M","27","40","16"," 0","-","-"," ","M","0.00","29.91","M"," 2.9","20","2.9"
9,2013-12-16,"20","0","10","M","2","7","55"," 0","-","-","SN BR HZ","M","0.05","29.22","30.06"," 4.5","15","5.5"
10,2013-12-16,"61","41","51","M","38","44","14"," 0","0716","1729"," ","M","0.00","30.18","30.22"," 6.5","34","7.4"
11,2013-12-16,"60","35","48","-7","38","42","17"," 0","0717","1728"," ","0.0","0.00","30.17","30.22"," 2.8","34","3.5"
12,2013-12-16,"60","40","50","M","39","44","15"," 0","-","-"," ","0.0","0.00","30.16","30.22"," 4.0","34","4.4"
13,2013-12-16,"60","31","46","M","13","34","19"," 0","-","-"," ","M","0.00","24.35","30.13"," 6.8","30","10.1"
14,2013-12-16,"68","31","50","11","28","39","15"," 0","0732","1720"," ","0.0","0.00","28.73","30.13"," 6.6","20","7.0"
15,2013-12-16,"24","-1","12","-13","3","12","53"," 0","0711","1612"," ","0.0","0.00","29.49","29.95"," 7.5","28","9.1"
16,2013-12-16,"28","15","22","M","9","20","43"," 0","-","-"," ","M","0.00","29.78","29.95","10.7","27","11.1"
17,2013-12-16,"71","29","50","M","29","39","15"," 0","-","-"," ","0.0","0.00","29.43","30.13"," 3.4","21","3.5"
18,2013-12-16,"67","34","51"," 3","32","43","14"," 0","0723","1723"," ","0.0","0.00","29.67","30.20"," 4.3","20","4.7"
19,2013-12-16,"19","0","10","-16","4","10","55"," 0","0716","1618","SN BR HZ","0.9","0.08","29.30","30.10"," 5.7","26","7.3"
20,2013-12-16,"67","40","54","M","32","43","11"," 0","-","-"," ","0.0","0.00","29.47","30.20"," 2.9","19","5.0"
1,2013-12-17,"19","0","10","M","3","10","55"," 0","-","-","SN","M","0.16","30.03","30.18"," 6.1","01","6.5"
2,2013-12-17,"18","5","12","-16","6","9","53"," 0","0710","1617","SN FG+ FZFG BR","6.6","0.44","28.98","30.12"," 5.3","03","7.5"
3,2013-12-17,"61","29","45"," 6","28","38","20"," 0","0728","1711"," ","0.0","0.00","29.53","30.25"," 2.9","01","4.3"
4,2013-12-17,"74","36","55"," 3","35","45","10"," 0","0721","1733"," ","0.0","0.00","29.57","30.28"," 0.3","16","0.5"
5,2013-12-17,"M","M","M","M","10","M","M","M","0707","1614"," ","M","M","M","30.14"," 7.5","36","M"
6,2013-12-17,"72","28","50"," 0","34","41","15"," 0","0720","1733"," ","0.0","0.00","29.74","30.29"," 1.5","21","2.2"
7,2013-12-17,"64","32","48","M","25","38","17"," 0","-","-"," ","0.0","0.00","28.88","30.26"," 2.0","03","6.2"
8,2013-12-17,"72","35","54","M","35","44","11"," 0","-","-","HZ","M","0.00","29.92","M"," 1.3","24","1.6"
9,2013-12-17,"33","8","21","M","14","20","44"," 0","-","-"," ","M","  T","29.24","30.03","13.4","29","13.9"
10,2013-12-17,"66","44","55","M","38","47","10"," 0","0717","1729"," ","M","0.00","30.20","30.23"," 3.4","31","6.0"
11,2013-12-17,"67","35","51","-4","38","44","14"," 0","0717","1728"," ","0.0","0.00","30.19","30.23"," 2.1","27","3.0"
12,2013-12-17,"68","39","54","M","38","45","11"," 0","-","-","BR","0.0","0.00","30.19","30.23"," 2.1","32","3.0"
13,2013-12-17,"61","26","44","M","14","33","21"," 0","-","-"," ","M","0.00","24.38","30.22"," 5.1","19","7.1"
14,2013-12-17,"65","37","51","12","26","39","14"," 0","0733","1720"," ","0.0","0.00","28.86","30.25"," 4.8","03","7.6"
15,2013-12-17,"13","-13","0","-25","0","4","65"," 0","0712","1612","SN FZFG BR","4.3","0.33","29.80","30.19"," 3.0","33","3.5"
16,2013-12-17,"24","-1","12","M","6","12","53"," 0","-","-","SN FZFG BR UP","M","0.20","30.05","30.14"," 5.9","36","6.9"
17,2013-12-17,"63","29","46","M","30","36","19"," 0","-","-"," ","0.0","0.00","29.59","30.28"," 1.9","04","2.3"
18,2013-12-17,"72","36","54"," 6","35","44","11"," 0","0724","1723"," ","0.0","0.00","29.72","30.24"," 0.5","09","1.2"
19,2013-12-17,"34","15","25","-1","17","22","40"," 0","0717","1619","SN BR BLSN","0.8","0.01","29.20","29.98","10.3","27","10.9"
20,2013-12-17,"72","33","53","M","34","44","12"," 0","-","-"," ","0.0","0.00","29.52","30.24"," 0.9","21","2.3"
1,2013-12-18,"34","17","26","M","15","23","39"," 0","-","-"," ","M","0.00","29.78","29.96"," 5.9","29","7.8"
2,2013-12-18,"28","15","22","-6","16","20","43"," 0","0711","1617"," ","  T","  T","28.80","29.96","10.9","30","13.4"
3,2013-12-18,"68","30","49","10","32","42","16"," 0","0729","1711"," ","0.0","0.00","29.29","30.06","14.1","18","14.2"
4,2013-12-18,"72","39","56"," 4","44","50","9"," 0","0722","1734"," ","0.0","0.00","29.46","30.19"," 3.3","16","4.4"
5,2013-12-18,"M","M","M","M","17","M","M","M","0708","1614"," ","M","M","M","29.96","12.5","30","M"
6,2013-12-18,"70","32","51"," 1","43","47","14"," 0","0721","1734"," ","0.0","0.00","29.63","30.20"," 5.4","17","5.7"
7,2013-12-18,"68","35","52","M","32","43","13"," 0","-","-"," ","0.0","0.00","28.61","30.03","16.8","19","17.0"
8,2013-12-18,"72","37","55","M","42","49","10"," 0","-","-","HZ","M","0.00","29.85","M"," 3.6","17","3.5"
9,2013-12-18,"34","7","21","M","16","21","44"," 0","-","-"," ","M","0.00","29.00","29.82"," 3.0","16","5.8"
10,2013-12-18,"65","47","56","M","33","46","9"," 0","0717","1729"," ","M","0.00","30.22","30.26"," 5.6","33","7.6"
11,2013-12-18,"64","37","51","-4","34","42","14"," 0","0718","1729"," ","0.0","0.00","30.22","30.27"," 3.9","31","5.2"
12,2013-12-18,"64","39","52","M","35","44","13"," 0","-","-"," ","0.0","0.00","30.21","30.27"," 5.7","33","6.7"
13,2013-12-18,"65","15","40","M","12","36","25"," 0","-","-"," ","M","0.00","24.05","M"," 6.2","20","8.6"
14,2013-12-18,"69","32","51","12","33","43","14"," 0","0734","1720"," ","0.0","0.00","28.61","30.04","11.1","18","11.5"
15,2013-12-18,"31","10","21","-4","14","19","44"," 0","0713","1612"," ","0.0","0.00","29.57","29.96"," 5.1","31","6.2"
16,2013-12-18,"34","16","25","M","16","23","40"," 0","-","-"," ","M","  T","29.80","29.93"," 9.3","31","10.8"
17,2013-12-18,"70","27","49","M","34","42","16"," 0","-","-"," ","0.0","0.00","29.36","30.08"," 7.7","19","7.8"
18,2013-12-18,"71","39","55"," 8","39","47","10"," 0","0724","1724"," ","0.0","0.00","29.59","30.14"," 7.4","18","8.1"
19,2013-12-18,"34","14","24","-1","14","21","41"," 0","0717","1619"," ","  T","  T","29.16","29.97"," 8.1","23","10.7"
20,2013-12-18,"71","37","54","M","40","48","11"," 0","-","-"," ","0.0","0.00","29.39","30.13"," 6.0","17","6.6"
1,2013-12-19,"41","26","34","M","20","29","31"," 0","-","-"," ","M","0.00","29.87","30.05"," 7.7","22","8.0"
2,2013-12-19,"37","14","26","-2","20","26","39"," 0","0712","1617","UP","M","0.00","28.90","30.05","12.7","24","12.8"
3,2013-12-19,"63","53","58","19","48","53","7"," 0","0730","1712"," ","0.0","0.00","29.00","29.75","17.2","17","17.3"
4,2013-12-19,"78","55","67","15","56","60","0"," 2","0722","1734"," ","0.0","0.00","29.18","29.91"," 6.4","18","7.5"
5,2013-12-19,"M","M","M","M","21","M","M","M","0708","1615"," ","M","M","M","30.07","13.6","24","M"
6,2013-12-19,"77","51","64","14","57","60","1"," 0","0722","1734"," ","0.0","0.00","29.35","29.91","12.2","18","12.5"
7,2013-12-19,"67","54","61","M","46","52","4"," 0","-","-"," ","0.0","0.00","28.32","29.70","21.3","19","21.4"
8,2013-12-19,"80","57","69","M","53","60","0"," 4","-","-"," ","M","0.00","29.58","M","11.2","17","11.1"
9,2013-12-19,"27","17","22","M","11","16","43"," 0","-","-","SN","M","  T","29.27","30.04"," 9.2","01","9.8"
10,2013-12-19,"72","42","57","M","48","52","8"," 0","0718","1730"," ","M","0.00","30.24","30.26"," 2.3","36","4.6"
11,2013-12-19,"71","33","52","-3","46","48","13"," 0","0718","1729","BR","0.0","0.00","30.24","30.28"," 1.7","07","2.5"
12,2013-12-19,"69","38","54","M","47","50","11"," 0","-","-","FG BR","0.0","0.00","30.24","30.27"," 1.9","04","2.5"
13,2013-12-19,"59","15","37","M","18","29","28"," 0","-","-","SN BR","M","0.00","23.93","29.66"," 1.3","02","9.8"
14,2013-12-19,"69","53","61","22","48","53","4"," 0","0734","1721"," ","0.0","0.00","28.32","29.71","19.3","18","19.4"
15,2013-12-19,"39","20","30"," 5","20","25","35"," 0","0713","1613"," ","0.0","0.00","29.61","30.02"," 4.1","22","4.9"
16,2013-12-19,"42","25","34","M","21","29","31"," 0","-","-"," ","M","0.00","29.91","30.03"," 8.0","24","8.5"
17,2013-12-19,"65","54","60","M","50","54","5"," 0","-","-"," ","0.0","0.00","29.07","29.79","12.6","19","12.7"
18,2013-12-19,"74","54","64","17","53","57","1"," 0","0725","1724"," ","0.0","0.00","29.31","29.85","13.8","18","14.1"
19,2013-12-19,"35","25","30"," 5","27","30","35"," 0","0718","1619","RA DZ FZRA BR HZ","0.0","0.07","29.15","29.92"," 7.1","04","9.4"
20,2013-12-19,"74","52","63","M","54","58","2"," 0","-","-"," ","0.0","0.00","29.11","29.85","10.6","18","10.7"
1,2013-12-20,"52","30","41","M","28","36","24"," 0","-","-","RA","M","  T","29.85","30.02"," 3.4","20","3.7"
2,2013-12-20,"49","32","41","14","28","35","24"," 0","0712","1618"," ","0.0","0.00","28.90","30.01","10.5","22","10.8"
3,2013-12-20,"62","28","45"," 6","29","34","20"," 0","0730","1712","FZRA BR","0.0","0.34","29.16","29.87"," 6.5","32","11.5"
4,2013-12-20,"74","67","71","19","63","66","0"," 6","0723","1734"," ","0.0","0.00","29.06","29.77"," 6.2","16","6.9"
5,2013-12-20,"M","M","M","M","30","M","M","M","0709","1615"," ","M","M","M","30.03","13.2","19","M"
6,2013-12-20,"74","64","69","19","64","66","0"," 4","0722","1734","DZ","0.0","  T","29.22","29.76","10.1","17","10.3"
7,2013-12-20,"59","26","43","M","23","29","22"," 0","-","-","FZRA BR UP HZ","M","0.30","28.52","29.89","10.6","35","14.7"
8,2013-12-20,"79","71","75","M","29","54","0","10","-","-"," ","M","0.00","29.44","M","11.1","17","11.2"
9,2013-12-20,"20","15","18","M","12","16","47"," 0","-","-","SN","M","  T","29.18","29.98"," 3.4","36","3.8"
10,2013-12-20,"79","51","65","M","55","59","0"," 0","0718","1730","MIFG","M","  T","30.17","30.19"," 2.5","11","3.0"
11,2013-12-20,"77","43","60"," 5","54","56","5"," 0","0719","1730","BR","0.0","0.00","30.16","30.19"," 2.6","11","3.1"
12,2013-12-20,"74","47","61","M","54","56","4"," 0","-","-","FG BR","0.0","0.00","30.16","30.20"," 2.2","09","2.7"
13,2013-12-20,"24","15","20","M","17","19","45"," 0","-","-","SN BR HZ","M","  T","23.93","29.83"," 0.8","05","3.2"
14,2013-12-20,"58","29","44"," 6","26","31","21"," 0","0735","1721","FZRA BR HZ","0.0","0.44","28.50","29.88","11.4","35","15.3"
15,2013-12-20,"39","24","32"," 8","28","31","33"," 0","0714","1613","RA BR","0.0","0.01","29.62","30.00"," 1.8","15","2.1"
16,2013-12-20,"51","29","40","M","29","37","25"," 0","-","-"," ","M","0.00","29.89","29.99"," 4.8","19","5.3"
17,2013-12-20,"63","30","47","M","31","35","18"," 0","-","-","FZRA BR UP HZ","M","0.44","29.21","29.90"," 2.7","31","6.8"
18,2013-12-20,"70","36","53"," 6","50","53","12"," 0","0725","1725","RA DZ BR HZ","0.0","  T","29.28","29.80"," 2.8","29","9.7"
19,2013-12-20,"33","28","31"," 6","29","30","34"," 0","0719","1620","DZ FZRA FZDZ SN BR","0.1","0.05","29.05","29.83","10.0","02","11.0"
20,2013-12-20,"70","36","53","M","51","54","12"," 0","-","-","RA BR HZ","0.0","  T","29.08","29.79"," 3.7","30","10.4"
1,2013-12-21,"58","41","50","M","38","44","15"," 0","-","-"," ","M","  T","29.75","29.91"," 5.7","21","5.8"
2,2013-12-21,"53","39","46","19","39","43","19"," 0","0713","1618"," ","0.0","  T","28.82","29.91","12.1","23","12.5"
3,2013-12-21,"32","29","31","-7","29","31","34"," 0","0731","1713","FZRA SN BR","  T","0.86","29.00","29.72"," 6.1","34","9.2"
4,2013-12-21,"74","45","60"," 8","49","51","5"," 0","0723","1735","TSRA RA BR","0.0","0.46","29.01","29.68"," 2.0","32","3.5"
5,2013-12-21,"M","M","M","M","43","M","M","M","0710","1615"," ","M","M","M","29.94","16.8","20","M"
6,2013-12-21,"74","39","57"," 7","50","51","8"," 0","0723","1735","TSRA RA BR","0.0","0.59","29.18","29.67"," 0.8","34","6.2"
7,2013-12-21,"31","27","29","M","27","29","36"," 0","-","-","FZRA BR HZ","M","0.46","28.33","29.72"," 8.4","35","9.6"
8,2013-12-21,"76","52","64","M","M","M","1"," 0","-","-","RA DZ BR","M","0.41","29.31","M"," 3.8","18","6.5"
9,2013-12-21,"24","15","20","M","13","18","45"," 0","-","-"," ","M","0.00","29.17","29.97"," 4.5","35","5.3"
10,2013-12-21,"84","65","75","M","64","67","0","10","0719","1731"," ","M","0.00","30.08","30.10"," 8.8","17","9.2"
11,2013-12-21,"83","55","69","14","64","66","0"," 4","0719","1730"," ","0.0","0.00","30.07","30.11"," 7.7","16","8.1"
12,2013-12-21,"83","56","70","M","64","67","0"," 5","-","-"," ","0.0","0.00","30.07","30.11"," 9.0","16","9.2"
13,2013-12-21,"29","14","22","M","17","20","43"," 0","-","-","SN BR HZ","M","  T","23.90","29.78"," 2.2","30","4.6"
14,2013-12-21,"33","30","32","-6","29","31","33"," 0","0735","1722","RA FZRA BR","  T","0.59","28.33","29.70"," 8.2","35","10.1"
15,2013-12-21,"49","33","41","17","34","36","24"," 0","0714","1614","RA FG+ FG BR","0.0","0.01","29.50","29.89"," 0.7","30","1.1"
16,2013-12-21,"55","42","49","M","40","44","16"," 0","-","-"," ","M","  T","29.78","29.89"," 7.0","20","7.3"
17,2013-12-21,"34","30","32","M","31","33","33"," 0","-","-","RA FZRA BR UP","M","0.88","29.05","29.73"," 4.1","02","6.1"
18,2013-12-21,"55","36","46","-1","43","45","19"," 0","0726","1725","TSRA RA BR","0.0","1.61","29.16","29.68"," 1.9","34","4.7"
19,2013-12-21,"34","27","31"," 7","28","30","34"," 0","0719","1620","DZ SN FG+ FZFG BR","  T","  T","29.05","29.83"," 8.1","02","10.3"
20,2013-12-21,"56","35","46","M","44","45","19"," 0","-","-","RA FG+ FG BR VCTS","0.0","1.68","28.95","29.67"," 0.7","32","3.2"
1,2013-12-22,"53","33","43","M","35","37","22"," 0","-","-","RA FG+ FG BR","M","0.05","29.75","29.93"," 5.6","05","7.2"
2,2013-12-22,"63","33","48","21","48","49","17"," 0","0713","1619","RA FG+ BR","0.0","  T","28.77","29.87"," 9.4","22","12.6"
3,2013-12-22,"32","27","30","-8","24","27","35"," 0","0731","1713","FZDZ","  T","  T","29.49","30.16"," 9.9","32","10.5"
4,2013-12-22,"56","39","48","-3","36","43","17"," 0","0724","1735","BR","0.0","0.00","29.47","30.12"," 5.2","35","5.9"
5,2013-12-22,"M","M","M","M","M","M","M","M","0710","1616"," ","M","M","M","M","M","M","M"
6,2013-12-22,"56","33","45","-4","37","42","20"," 0","0723","1735"," ","0.0","0.00","29.63","30.11"," 8.0","34","8.8"
7,2013-12-22,"28","18","23","M","19","23","42"," 0","-","-","HZ","0.0","0.00","28.82","30.19"," 9.4","34","9.6"
8,2013-12-22,"50","41","M","M","M","M","M","M","-","-"," ","M","0.00","29.73","M"," 6.8","35","6.8"
9,2013-12-22,"20","8","14","M","11","15","51"," 0","-","-","SN","M","  T","29.33","30.09"," 9.8","31","10.1"
10,2013-12-22,"84","69","77","M","67","70","0","12","0719","1731"," ","M","0.00","30.06","30.10"," 8.9","18","9.2"
11,2013-12-22,"84","68","76","22","68","70","0","11","0720","1731"," ","0.0","0.00","30.05","30.10"," 8.7","18","9.2"
12,2013-12-22,"84","69","77","M","67","70","0","12","-","-","RA","0.0","0.00","30.05","30.10"," 8.2","19","8.6"
13,2013-12-22,"40","14","27","M","13","22","38"," 0","-","-","SN BR","M","  T","24.20","30.10"," 0.7","31","7.8"
14,2013-12-22,"30","19","25","-13","21","25","40"," 0","0736","1722"," ","0.0","0.00","28.80","30.17","11.9","34","12.2"
15,2013-12-22,"39","31","35","11","33","33","30"," 0","0715","1614","RA FG BR","0.0","0.12","29.51","29.91"," 2.5","06","3.4"
16,2013-12-22,"51","33","42","M","37","38","23"," 0","-","-","RA FG+ FG BR","M","0.04","29.78","29.89"," 5.7","04","7.5"
17,2013-12-22,"33","28","31","M","26","29","34"," 0","-","-","BR HZ","0.0","0.00","29.54","30.18"," 2.1","32","4.0"
18,2013-12-22,"46","31","39","-8","28","34","26"," 0","0726","1726","FG+ BR","0.0","0.00","29.68","30.15","11.7","34","12.0"
19,2013-12-22,"32","21","27"," 3","24","26","38"," 0","0720","1621","SN BR","8.0","0.70","29.13","29.86"," 9.8","36","12.7"
20,2013-12-22,"47","31","39","M","29","34","26"," 0","-","-","FG+ BR","0.0","0.00","29.47","30.13","12.2","33","12.7"
1,2013-12-23,"38","31","35","M","31","32","30"," 0","-","-","RA FZRA FG+ FG FZFG BR UP","M","0.44","29.88","30.06"," 2.2","03","4.1"
2,2013-12-23,"40","31","36"," 9","33","34","29"," 0","0714","1619","RA FZRA FG+ FZFG BR UP","0.0","0.64","28.90","30.03"," 4.0","36","7.5"
3,2013-12-23,"28","17","23","-15","18","22","42"," 0","0732","1714","SN","  T","  T","29.83","30.54"," 6.8","36","7.4"
4,2013-12-23,"58","32","45","-6","28","37","20"," 0","0724","1736"," ","0.0","0.00","29.77","30.46"," 1.9","35","3.1"
5,2013-12-23,"M","M","M","M","M","M","M","M","0711","1616"," ","M","M","M","M","M","M","M"
6,2013-12-23,"55","28","42","-7","27","34","23"," 0","0724","1736"," ","0.0","0.00","29.93","30.46"," 5.1","01","5.7"
7,2013-12-23,"28","15","22","M","18","22","43"," 0","-","-","BR HZ","0.0","0.00","29.10","30.51"," 3.5","07","4.4"
8,2013-12-23,"55","34","45","M","26","36","20"," 0","-","-"," ","M","0.00","30.09","M"," 5.0","35","5.2"
9,2013-12-23,"8","-4","2","M","-5","1","63"," 0","-","-","SN HZ","M","  T","29.65","30.44","10.3","30","10.7"
10,2013-12-23,"84","63","74","M","67","69","0"," 9","0720","1732","RA","M","  T","30.09","30.11"," 7.1","20","10.0"
11,2013-12-23,"82","59","71","17","67","69","0"," 6","0720","1731","RA","0.0","  T","30.07","30.11"," 6.2","22","9.6"
12,2013-12-23,"83","61","72","M","67","69","0"," 7","-","-","RA","0.0","  T","30.07","30.11"," 7.4","22","9.7"
13,2013-12-23,"47","16","32","M","16","25","33"," 0","-","-","SN BR","M","  T","24.33","30.27"," 1.9","18","4.8"
14,2013-12-23,"30","16","23","-15","20","23","42"," 0","0736","1723","FG+ FZFG BR HZ","0.0","0.00","29.08","30.50"," 3.8","05","4.9"
15,2013-12-23,"35","30","33","10","31","32","32"," 0","0715","1615","RA FZRA BR UP","0.0","0.38","29.65","30.05"," 1.4","36","2.0"
16,2013-12-23,"38","31","35","M","32","33","30"," 0","-","-","RA FZRA FG+ FG BR","M","0.56","29.91","30.03"," 4.3","34","5.2"
17,2013-12-23,"30","20","25","M","21","24","40"," 0","-","-"," ","0.0","0.00","29.88","30.55"," 4.4","02","4.6"
18,2013-12-23,"48","26","37","-10","25","32","28"," 0","0727","1726"," ","0.0","0.00","29.97","30.47"," 2.2","01","3.1"
19,2013-12-23,"22","3","13","-11","9","13","52"," 0","0720","1621","SN BR HZ","0.9","0.03","29.54","30.28"," 9.0","27","10.0"
20,2013-12-23,"49","24","37","M","26","33","28"," 0","-","-","BR","0.0","0.00","29.75","30.46"," 2.3","02","2.7"
1,2013-12-24,"38","25","32","M","18","28","33"," 0","-","-"," ","M","0.00","29.95","30.13"," 7.3","32","7.5"
2,2013-12-24,"34","21","28"," 1","17","25","37"," 0","0714","1620"," ","0.0","0.00","28.97","30.12"," 9.5","31","10.2"
3,2013-12-24,"42","14","28","-10","22","26","37"," 0","0732","1714","BR","0.0","0.00","29.63","30.41"," 6.4","15","7.5"
4,2013-12-24,"61","31","46","-5","28","38","19"," 0","0725","1737"," ","0.0","0.00","29.69","30.44"," 3.1","15","4.2"
5,2013-12-24,"M","M","M","M","20","M","M","M","0711","1617"," ","M","M","M","30.13","11.0","32","M"
6,2013-12-24,"58","24","41","-8","27","35","24"," 0","0724","1737"," ","0.0","0.00","29.86","30.44"," 4.1","18","4.6"
7,2013-12-24,"39","23","31","M","24","28","34"," 0","-","-","BR HZ","0.0","  T","28.90","30.35"," 9.0","17","10.8"
8,2013-12-24,"60","30","45","M","26","37","20"," 0","-","-"," ","M","0.00","30.08","M"," 2.7","16","2.9"
9,2013-12-24,"11","-13","-1","M","-5","0","66"," 0","-","-","SN BR","M","0.13","29.52","30.38"," 8.5","16","8.9"
10,2013-12-24,"63","50","57","M","40","49","8"," 0","0720","1732","RA","M","0.01","30.21","30.25","13.3","34","14.0"
11,2013-12-24,"61","39","50","-4","41","47","15"," 0","0721","1732","RA","0.0","  T","30.21","30.26"," 9.2","33","9.4"
12,2013-12-24,"63","47","55","M","40","48","10"," 0","-","-","RA","0.0","  T","30.19","30.25","11.0","33","11.5"
13,2013-12-24,"54","19","37","M","17","30","28"," 0","-","-"," ","M","0.00","24.29","30.13"," 4.8","27","11.5"
14,2013-12-24,"42","24","33","-5","26","30","32"," 0","0737","1723","BR HZ","0.0","0.00","28.89","30.34"," 8.6","16","10.0"
15,2013-12-24,"34","19","27"," 4","17","25","38"," 0","0716","1615"," ","0.0","  T","29.72","30.13"," 8.9","31","9.2"
16,2013-12-24,"38","26","32","M","20","28","33"," 0","-","-","SN","M","0.00","29.97","30.10"," 9.2","32","9.6"
17,2013-12-24,"43","16","30","M","24","27","35"," 0","-","-","BR","0.0","0.00","29.68","30.43"," 4.2","16","4.9"
18,2013-12-24,"53","27","40","-6","27","35","25"," 0","0727","1727"," ","0.0","0.00","29.85","30.41"," 7.7","16","9.0"
19,2013-12-24,"20","2","11","-12","3","8","54"," 0","0721","1622","SN","0.2","0.01","29.66","30.46"," 5.6","27","8.1"
20,2013-12-24,"53","25","39","M","28","34","26"," 0","-","-","BR HZ","0.0","0.00","29.64","30.40"," 5.6","14","7.0"
1,2013-12-25,"25","12","19","M","1","15","46"," 0","-","-"," ","M","0.00","30.26","30.46"," 6.2","31","6.6"
2,2013-12-25,"21","11","16","-10","1","12","49"," 0","0715","1621"," ","0.0","0.00","29.23","30.42"," 4.6","31","9.0"
3,2013-12-25,"41","23","32","-6","27","30","33"," 0","0732","1715","BR","0.0","0.00","29.65","30.40"," 3.2","31","3.9"
4,2013-12-25,"58","41","50","-1","40","45","15"," 0","0725","1737"," ","0.0","  T","29.62","30.34"," 0.9","05","2.4"
5,2013-12-25,"M","M","M","M","3","M","M","M","0711","1618"," ","M","M","M","30.44"," 5.8","30","M"
6,2013-12-25,"54","31","43","-6","40","43","22"," 0","0725","1737","DZ","0.0","  T","29.78","30.33"," 1.9","03","2.8"
7,2013-12-25,"43","25","34","M","27","30","31"," 0","-","-","FG+ FG FZFG BR","0.0","0.00","28.98","30.40"," 6.7","36","7.3"
8,2013-12-25,"58","41","50","M","42","46","15"," 0","-","-","DZ HZ","M","0.01","29.94","M"," 1.4","08","1.7"
9,2013-12-25,"25","9","17","M","10","14","48"," 0","-","-","SN BR HZ","M","  T","29.34","30.15"," 3.4","28","6.3"
10,2013-12-25,"62","43","53","M","44","48","12"," 0","0721","1733"," ","M","0.00","30.25","30.27","13.8","36","14.4"
11,2013-12-25,"59","36","48","-6","43","45","17"," 0","0721","1732"," ","0.0","0.00","30.26","30.29"," 9.0","01","9.6"
12,2013-12-25,"62","41","52","M","45","49","13"," 0","-","-"," ","0.0","0.00","30.24","30.28","10.5","01","11.3"
13,2013-12-25,"44","14","29","M","6","21","36"," 0","-","-"," ","M","0.00","24.43","30.39"," 5.4","17","6.6"
14,2013-12-25,"44","29","37","-1","29","32","28"," 0","0737","1724","FG+ FZFG BR HZ","0.0","0.00","28.96","30.38"," 7.7","35","8.1"
15,2013-12-25,"20","6","13","-10","0","10","52"," 0","0716","1616"," ","0.0","0.00","30.02","30.46"," 5.7","32","6.1"
16,2013-12-25,"27","12","20","M","4","15","45"," 0","-","-"," ","M","  T","30.28","30.43"," 7.9","32","8.1"
17,2013-12-25,"42","25","34","M","28","30","31"," 0","-","-","BR HZ","0.0","0.00","29.70","30.41"," 0.8","33","1.1"
18,2013-12-25,"58","37","48"," 2","33","40","17"," 0","0728","1727"," ","0.0","0.00","29.82","30.34"," 1.3","19","8.9"
19,2013-12-25,"24","15","20","-3","16","19","45"," 0","0721","1622","SN BR HZ","1.5","0.08","29.37","30.18"," 9.4","22","10.4"
20,2013-12-25,"60","32","46","M","33","39","19"," 0","-","-"," ","0.0","0.00","29.60","30.33"," 1.8","31","7.1"
1,2013-12-26,"33","18","26","M","16","22","39"," 0","-","-","SN FG+ FZFG BR HZ","M","0.07","30.14","30.28"," 1.3","23","2.5"
2,2013-12-26,"30","15","23","-3","17","21","42"," 0","0715","1621","SN BR","0.8","0.05","29.12","30.25"," 4.7","26","7.1"
3,2013-12-26,"51","21","36","-1","26","32","29"," 0","0733","1715","BR VCFG","0.0","0.00","29.62","30.37"," 4.6","17","5.0"
4,2013-12-26,"57","39","48","-3","36","43","17"," 0","0726","1738"," ","0.0","0.00","29.67","30.39"," 2.3","34","2.5"
5,2013-12-26,"M","M","M","M","22","M","M","M","0712","1618"," ","M","M","M","30.27"," 4.2","21","M"
6,2013-12-26,"55","39","47","-2","36","42","18"," 0","0725","1738"," ","0.0","0.00","29.84","30.38"," 4.9","36","5.4"
7,2013-12-26,"53","21","37","M","25","32","28"," 0","-","-","FG+ FZFG BR","0.0","0.00","28.95","30.37"," 7.3","21","7.4"
8,2013-12-26,"55","43","49","M","33","42","16"," 0","-","-","HZ","M","0.00","30.01","M"," 3.9","34","4.1"
9,2013-12-26,"26","12","19","M","14","18","46"," 0","-","-","SN HZ","M","  T","29.36","30.16"," 2.0","16","2.2"
10,2013-12-26,"58","51","55","M","47","51","10"," 0","0721","1734"," ","M","  T","30.22","30.24"," 9.8","36","10.3"
11,2013-12-26,"56","47","52","-2","46","48","13"," 0","0722","1733","RA","0.0","  T","30.22","30.25"," 5.4","36","6.0"
12,2013-12-26,"56","50","53","M","47","50","12"," 0","-","-","RA","0.0","  T","30.21","30.25"," 7.2","01","7.5"
13,2013-12-26,"50","25","38","M","8","27","27"," 0","-","-"," ","M","0.00","24.40","30.29"," 3.9","17","7.2"
14,2013-12-26,"55","22","39"," 2","26","33","26"," 0","0738","1724","BR","0.0","0.00","28.94","30.36"," 5.0","20","5.2"
15,2013-12-26,"24","3","14","-9","11","14","51"," 0","0717","1617","SN FZFG BR","1.7","0.09","29.90","30.27"," 0.7","31","0.7"
