,neighborhoods,price,sqft,title,,,,
190, (Greenpoint),NA,NA,PRIME GREENPOINT INVESTMENT---,,,,
193, (JAMAICA 9055119),NA,NA,TRICK TRICK TRICK! TREAT TREAT TREAT!,,,,
194, (Wakefield),NA,NA,Wakefield Charming Brick Two Family! Smart Technology Home Through & T,,,,
195, (Wakefield),NA,NA,Wakefield -- ALMOST NEW Two family -- Tones Of Space -Competitive Deal!,,,,
196, (Wakefield),NA,NA,The Finest DEAL! Huge Two Family @ a Great Wakefield Location- 12 Year,,,,
197, (Wakefield Bronx NY),NA,NA,"Wakefield - Two Family, LIKE NEW ((12 Years Old)) Oversize House -- A B",,,,
214, (Morrisania),NA,NA,BEST Morrisania Location- A Beautiful Remodel .1. Family,,,,
233, (Wakefield Bronx NY),NA,NA,"H U G E & Renovated **2** Family, MOST WANTED Wakefield LOCATION!!!",,,,
235, (Wakefield),NA,NA,Wonderful & HUGE Wakefield Two Family--LIKE NEW -- 2004 BUILT!!!,,,,
236, (NEW YORK),NA,NA,APARTMENT REN-TALS,,,,
240, (NEW YORK),NA,NA,APARTMENT REN-TALS,,,,
245, (Springfield Gardens),NA,"
                    3br -
                ",Beautiful house for sale!,,,,
256, (Wakefield Bronx NY),NA,NA,Wakefield Beautifully Renovated TWO FAMILY- Specious & Special!,,,,
258,NA,NA,"
                    3br -
                ",3 bedroom 2 bath single family home in brighton beach,,,,
274, (Queens),NA,"
                    3br -
                ",HOUSE SALE!!!!,,,,
275, (DITMAS PARK),NA,NA,EASY COMMUTE TO MANHATTAN* CLOSE TO SHOPS AND TRAINS,,,,
289, (Mahopac),NA,NA,MAHOPAC LAKE PROPERTY,,,,
302, (DITMAS PARK),NA,NA,STUDIO W/ SEPARATE KITCHEN*LAUNDRY*ELEVATOR*CLOSE TO SHOPS & TRAINS,,,,
316," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
320," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
325," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
327," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
328," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
329," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
330," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
347, (Wakefield Bronx NY),NA,NA,GOLDEN OPPORTUNITY! Beautifully Renovated MASSIVE Two Family- Wakefiel,,,,
349, (Mahopac),NA,NA,MAHOPAC LAKE PROPERTY,,,,
352, (CAMBRIA HEIGHTS 9929129),NA,"
                    4br -
                ",FREEZING COLD WEATHER *,,,,
354, (WAKEFIELD 729),NA,"
                    7br -
                ",* THIS BRONX HOME IS 5 STARS *,,,,
356," (Moscow, Pa)",NA,NA,Pocono Commercial C-1 Zoned Properties~Land dev 335 Ft Road Frontage,,,,
362, (Mahopac),NA,NA,MAHOPAC LAKE PROPERTY,,,,
369, (CAMBRIA HEIGHTS 9595119),NA,"
                    3br -
                ",* EVERYONE QUALIFIES WITH US *,,,,
370, (new york),NA,NA,Property for sale great return of value,,,,
376, (Mahopac),NA,NA,MAHOPAC LAKE PROPERTY,,,,
382, (Queens),NA,NA,Newly Renovated 2 Families for Sale in Queens!!! Call NOW!!,,,,
383, (queens),NA,NA,LARGE INVENTORY OF NEWLY RENOVATED 1 FAMILIES FOR SALE,,,,
399, (Queens),NA,NA,FIRST TIME HOME BUYERS FULLY RENOVATED 2 FAMILIES AVAILABLE IN QUEENS!,,,,
400, (QUEENS),NA,NA,NEWLY RENOVATED 2 FAMILIES AVAILABLE IN ALL QUEENS NEIGHBORHOODS CALL,,,,
401, (Wakefield Bronx NY),NA,NA,SPECTACULAR & Updated MASSIVE Two Family -- Wakefield!,,,,
411, (Pompano Beach fl),NA,NA,Auto repair shop Land included Amazing opportunity,,,,
413, (Wakefield Bronx NY),NA,NA,STEP RIGHT UP! Wakefield HUGE Two Family  - HAS EVERYTHING!!!,,,,
414, (Wakefield Bronx NY),NA,NA,Wakefield - Renovated XXL Two Family-- Luxurious ALL The Way!!!,,,,
425, (Queens),NA,NA,FIRST TIME HOME BUYERS FULLY RENOVATED 2 FAMILIES AVAILABLE IN QUEENS!,,,,
429, (QUEENS),NA,NA,NEWLY RENOVATED 2 FAMILIES AVAILABLE IN ALL QUEENS NEIGHBORHOODS CALL,,,,
437, (QUEENS),NA,NA,NEWLY RENOVATED 2 FAMILIES AVAILABLE IN ALL QUEENS NEIGHBORHOODS CALL,,,,
448, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
454, (queens),NA,NA,LARGE INVENTORY OF NEWLY RENOVATED 1 FAMILIES FOR SALE,,,,
455, (Queens),NA,NA,FIRST TIME HOME BUYERS FULLY RENOVATED 2 FAMILIES AVAILABLE IN QUEENS!,,,,
466, (JAMAICA 80011),NA,NA,* YOUR FAMILY WILL ADORE IT *,,,,
470, (Close to Manhattan),NA,NA,"2,000-200,000sf Class Office Space in $20's per ft range",,,,
471, (Laconia),NA,NA,ATTENTION! Laconia XXL Brick Two Family Updated A-Z -- Sneak A Preview!,,,,
472, (Laconia),NA,NA,Marvelous Laconia Location! HUGE 2 Family- Brick & Renovated ENTIRELY!,,,,
487,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
488,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
496,NA,NA,"
                    8br -
                ",Multi family home for sale! 8 beds 3 baths,,,,
507,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
512,NA,NA,"
                    8br -
                ",Multi family home for sale! 8 beds 3 baths,,,,
516, (Queens),NA,"
                    6br -
                ",House for sale!!,,,,
517, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
520, (Queens),NA,"
                    4br -
                ",House for sale!,,,,
523,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
524,NA,NA,NA,WANT TO SELL YOUR HOUSE?,,,,
526, (Newark),NA,NA,INVESTMENT PROPERTY FOR SALE!,,,,
528, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
529,NA,NA,"
                    8br -
                ",Multi family home for sale! 8 beds 3 baths,,,,
531,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
533,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
534,NA,NA,"
                    8br -
                ",Multi family home for sale! 8 beds 3 baths,,,,
535,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
536, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
537,NA,NA,"
                    8br -
                ",Multi family home for sale! 8 beds 3 baths,,,,
538,NA,NA,"
                    7br -
                ",2 family home for sale 7 beds 3 baths,,,,
540, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
541, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
543, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
546, (Kettle Falls Wa),NA,NA,240 ac view property recreational paradise,,,,
553, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
554, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
557, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
558, (WAKEFIELD 729),NA,"
                    5br -
                ",* WILL GO QUICKLY *,,,,
562, (PORT WASHINGTON),NA,"
                    2br -
                ",PORT WASHINGTON  TOWNHOUSE GEM,,,,
569, (Cambria Heights),NA,"
                    3br -
                ",Newly renovated house for sale!!,,,,
573, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
604, (Wakefield),NA,NA,SPECTACULAR & Updated MASSIVE Two Family -- Wakefield!,,,,
614, (Queens),NA,"
                    6br -
                ",House for sale!!,,,,
620, (Howard Beach),NA,"
                    3br -
                ",HOUSE SALE!!!!,,,,
641, (MESA),NA,NA,18.42 ACRES PRIME COMMERCIAL PROPERTY,,,,
661,NA,NA,"
                    2br -
                ",renovated apartments great price $1800,,,,
662, (WAKEFIELD),NA,NA,$599000 / 5br - 1440ft2 - 2 Bath Town house (Wakefield),,,,
674, (Wakefield),NA,NA,LUXURY Remodeled Two Family in TOP Wakefield Location -- High End Renov,,,,
675, (Wakefield),NA,NA,Wakefield Beautifully Renovated TWO FAMILY- Specious & Special!,,,,
676, (Wakefield),NA,NA,"H U G E & Renovated **2** Family, MOST WANTED Wakefield LOCATION!!!",,,,
696, (Flatiron),NA,NA,179/night Furnished Hi-floor Studio in Great Location,,,,
704, (Flatiron),NA,NA,179/night Furnished Hi-floor Studio in Great Location,,,,
711, (Brownsville),NA,"
                    4br -
                ",House for sale!,,,,
724,NA,NA,NA,south ozone park GEM,,,,
725, (jamaica),NA,NA,look at this house,,,,
730, (147th st),NA,NA,you want a house? i got it so call me NOW,,,,
736, (Wilmington),NA,NA,Free Wilmington NC Relocation Info,,,,
737, (south ozone),NA,NA,2 bedroom beauty,,,,
743,NA,NA,NA,jamaica queens 2 family house,,,,
747, (2952 Brighton 3rd Street),NA,"
                    4000ft2 -
                ",Medical Offices for Lease!,,,,
748, (jamaica),NA,NA,you can own this just call me now,,,,
757, (baldwin),NA,"
                    4br -
                ","house for sale 449,000",,,,
758, (jamaica),NA,NA,look at this house,,,,
761, (sop),NA,NA,3 bed 3 bath ozone park,,,,
764, (Lower East Side),NA,NA,NEW START? Consider South Carolina,,,,
765,NA,NA,NA,south ozone park GEM,,,,
766, (Pleasant Pl),NA,"
                    8br -
                ",3 Family Must Sell ASAP Give us a call for more info !,,,,
767, (Lower East Side),NA,NA,NEW START? Consider South Carolina,,,,
769, (Sodus Point),NA,"
                    2735ft2 -
                ",Duplex with Waterfront View. NO Real Estate Taxes!*,,,,
770, (sop),NA,NA,3 bed 3 bath ozone park,,,,
773, (brooklyn),NA,NA,3 bed 2 bath ranch,,,,
774, (sop),NA,NA,your family can thrive in this house,,,,
778, (sop),NA,NA,3 bed 3 bath ozone park,,,,
781, (sop),NA,NA,your family can thrive in this house,,,,
783, (st albans),NA,NA,spacious and luxurious,,,,
787, (jamaica),NA,NA,this house will surely take your breath away,,,,
796, (sop),NA,NA,your family can thrive in this house,,,,
803, (jamaica),NA,NA,this house will surely take your breath away,,,,
804, (sop),NA,NA,3 bed 3 bath ozone park,,,,
806, (jamaica),NA,NA,look at this house,,,,
810, (queens),NA,NA,new construction 2 family house,,,,
813, (jamaica),NA,NA,this house will surely take your breath away,,,,
817, (Staten Island),NA,"
                    8br -
                    4500ft2 -
                ",Great Income Producing 4 Family Building,,,,
819, (jamaica),NA,NA,lovely 2 family brick,,,,
821,NA,NA,"
                    3br -
                    1300ft2 -
                ",3 BED / 1.5 BATH DUPLEX - TOWNHOUSE 4 RENT,,,,
826, (st albans),NA,NA,spacious and luxurious,,,,
827, (sop),NA,NA,3 bed 3 bath ozone park,,,,
831, (sop),NA,NA,your family can thrive in this house,,,,
843, (jamaica),NA,NA,this house will surely take your breath away,,,,
852, (sop),NA,NA,3 bed 3 bath ozone park,,,,
857, (jamaica),NA,NA,look at this house,,,,
864, (jamaica),NA,NA,this house will surely take your breath away,,,,
867,NA,NA,"
                    1br -
                    750ft2 -
                ",1 Bedroom Coop - close to everything,,,,
868, (jamaica),NA,NA,this house will surely take your breath away,,,,
878, (queens),NA,NA,new construction 2 family house,,,,
880, (jamaica),NA,NA,lovely 2 family brick,,,,
881, (JAMAICA),NA,NA,DETACHED 2 FAMILY HOUSE,,,,
884, (south ozone),NA,NA,2 bedroom beauty,,,,
892, (sop),NA,NA,3 bed 3 bath ozone park,,,,
896, (Midtown),NA,NA,I Have Hotels For Sale Off  Market & Way Below The Radar!!!,,,,
898, (Buenos Aires Argentina),NA,NA,Huge Mansion in the County yard.,,,,
899, (sop),NA,NA,3 bed 3 bath ozone park,,,,
904, (south ozone),NA,NA,1 family house for your family,,,,
910, (brooklyn),NA,NA,3 bed 2 bath ranch,,,,
914, (Pompano Beach fl),NA,NA,Auto repair shop Land included Amazing opportunity,,,,
915, (brooklyn),NA,NA,3 bed 2 bath ranch,,,,
919, (brooklyn),NA,NA,3 bed 2 bath ranch,,,,
935, (brooklyn),NA,NA,3 bed 2 bath ranch,,,,
940, (sop),NA,NA,1 family south ozone,,,,
943, (jamaica),NA,NA,this house will surely take your breath away,,,,
949, (jamaica),NA,NA,this house will surely take your breath away,,,,
952, (st albans),NA,NA,spacious and luxurious,,,,
955, (sop),NA,NA,3 bed 3 bath ozone park,,,,
958, (Queens Village  NY),NA,NA,Extremely Large & Most Attractive HUGE *2* family -- Prestigious Pelham,,,,
959, (Mamaroneck),NA,NA,Office Spaces For Rent,,,,
960, (jamaica),NA,NA,this house will surely take your breath away,,,,
961, (Rochedale Village),NA,NA,O N E - O F -- A -  K I N D ! Rochedale Village Like  NEW   2 Family --,,,,
963, (Jamaica),NA,NA,G R E A T Opportunity!!! Jamaica -- NEW 2 Family --TOP LOCATION!,,,,
967, (Mamaroneck),NA,NA,Office Space for Rent,,,,
968, (sop),NA,NA,3 bed 3 bath ozone park,,,,
970, (queens),NA,NA,new construction 2 family house,,,,
975, (jamaica),NA,NA,lovely 2 family brick,,,,
980, (sop),NA,NA,your family can thrive in this house,,,,
981,NA,NA,NA,"MUST SELL! Must See Beautiful Home! $85,000.",,,,
982,NA,NA,NA,MUST SELL! SINGLE HOME! CHEAP!,,,,
983, (sop),NA,NA,your family can thrive in this house,,,,
985,NA,NA,NA,"MUST SELL! Must See Beautiful Home! $85,000.",,,,
988, (Staten Island),NA,NA,20 FT  STORAGE CONTAINER FOR  RENT 250.00,,,,
990, (jamaica),NA,NA,this house will surely take your breath away,,,,
992, (carroll gardens),NA,NA,PARKING SPACE FOR SALE CARROLL GARDENS,,,,
995, (JAMAICA),NA,NA,DETACHED 2 FAMILY HOUSE,,,,
998, (Fresh Meadows),NA,"
                    3br -
                ",Beautiful Hi Ranch For Sale in Fresh Meadows,,,,
1002, (jamaica),NA,NA,look at this house,,,,
1007, (st albans),NA,NA,spacious and luxurious,,,,
1008, (SoHo),NA,NA,GREAT INVESTMENT,,,,
1013, (jamaica),NA,NA,this house will surely take your breath away,,,,
1025, (jamaica),NA,NA,this house will surely take your breath away,,,,
1027, (sop),NA,NA,3 bed 3 bath ozone park,,,,
1039, (jamaica),NA,NA,lovely 2 family brick,,,,
1041," (Homecrest, Marine Park, Madison)",NA,"
                    3br -
                ",Sunfilled Updated Top Floor Apartment Near Park!!,,,,
1044, (sop),NA,NA,your family can thrive in this house,,,,
1045, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1049, (South Ozone Park),NA,"
                    2br -
                ",Enough With The Politics !!! Lets Talk About Owning A Home !!!,,,,
1050, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1053, (queens),NA,NA,new construction 2 family house,,,,
1057, (Laurelton),NA,NA,A TRUE DIAMOND! Laurelton Two Family MANSION -- SUPER LARGE LOT!!,,,,
1059, (Jamaica),NA,NA,Right @ Ur fingertips! Click to See This Remodeled One Family -- Jamaic,,,,
1060, (Jamaica),NA,NA,Jamaica -- Amazingly Built NEW 2 Family - Super LOCATION!,,,,
1061, (Wakefield),NA,NA,Located In Wakefield -- Gorgeously Renewed LARGE One Family -- Absolutel,,,,
1062, (Cambria Heights),NA,NA,Absolutely HUGE & FANTASTICALY Remodeled 2 Family -- Cambria Heights!,,,,
1063, (Queens Village),NA,NA,"SPECIAL BUY! Superior, Brick  ~3~  Family- The ULTIMATE Investment!!!",,,,
1064, (Saint Albans),NA,NA,LOVE  STYLE?! How About THIS Gorgeous Two Family In Saint Albans?! -- O,,,,
1065, (Queens Village),NA,NA,Queens Village -- Almost NEW 3 Family -- TAX ABATEMENT -- GREAT INVEST!,,,,
1066, (Springfield Gardens),NA,NA,THIS Springfield Gardens Renovated 1 Family  JUST ROCKS -- GIANT HOUSE!,,,,
1067, (Springfield Gardens),NA,NA,Springfield Great Looking Two Family -- All New In The House!!,,,,
1068, (Laurelton),NA,NA,Laurelton - A Homeowner's DREAM! Huge & Renewed 1 Family -- Totally Fan,,,,
1069, (Saint Albans),NA,NA,Saint Albans extraordinary GIANT NEW  Two Family- RARE FIND (50 X 100,,,,
1070, (Jamaica),NA,"
                    3br -
                ",Time To Make The Leap And Become a Homeowner !,,,,
1071, (Saint Albans),NA,NA,Saint Albans extraordinary GIANT NEW  Two Family- RARE FIND (50 X 100,,,,
1072, (Jamaica),NA,NA,Jamaica -- Amazingly Built NEW 2 Family - Super LOCATION!,,,,
1073, (Queens Village),NA,NA,Queens Village Remodeled  1 Family- W/ Everything -- HUGE & AMAZING!!!,,,,
1074, (Rochedale Village),NA,NA,A - T R U E - P E A  R L ! Almost NEW 2  Family -- Rochedale Village  -,,,,
1075, (sop),NA,NA,your family can thrive in this house,,,,
1076, (Jamaica),NA,NA,BINGO! Jamaica Newly Renovated 1 Family -- A Deal That Won't Last- ONLY,,,,
1077, (Queens Village),NA,NA,"THIS 3 Family Won't Last Long! -- Queens Village, Almost NEW 3 Family!!",,,,
1078, (Jamaica),NA,NA,AWESOME Deal Fantastically Remodeled & Detach **2** Family-- Jamaica!,,,,
1079, (South Ozone Park),NA,NA,South Ozone Park -- Detach n' Renovated One Family- The BEST Location I,,,,
1080, (Queens Village),NA,NA,OPPORTUNITY! Q.Village -- Package DEAL 3 X 3 Family -- TAX ABATEMENT!!!!,,,,
1081, (Jamaica),NA,NA,Jamaica --Huge Detach 1 Family FULLY Rejuvenated -- WONT LAST!!,,,,
1082, (Far Rockaway),NA,NA,Unique 1 Family In Far Rockaway Location --AWESOME DEAL- ONLY $349K!,,,,
1083, (Saint Albans Queens NY),NA,NA,B I N G O! Saint Albans Detach n' Remodeled One Family -- HUGE CORNER L,,,,
1084, (Queens Village),NA,NA,SPECIAL FIND! 3 Family -- Like New -- Top Investment Opportunity!,,,,
1085, (Cambria Heights),NA,NA,"Step In & See This HUGE & Renovated Two Family -- Sits On a 4,000 Sq Ft",,,,
1088, (Jackson Heights),NA,"
                    3br -
                ",Beautiful Hi Ranch For Sale in Fresh Meadows,,,,
1094, (sop),NA,NA,3 bed 3 bath ozone park,,,,
1102, (sop),NA,NA,3 bed 3 bath ozone park,,,,
1108, (South Ozone Park),NA,"
                    2br -
                ",Enough With The Politics !!! Lets Talk About Owning A Home !!!,,,,
1109, (jamaica),NA,NA,let your tenants pay your mortgage live free,,,,
1111, (Jamaica),NA,"
                    3br -
                ",The Decision Is Now ! Not On Election Day !,,,,
1112, (South Ozone Park),NA,"
                    2br -
                ",Time To Own A Home !,,,,
1113, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1114, (jamaica),NA,NA,look at this house,,,,
1116, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1117, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1118, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1120,NA,NA,NA,MOVE TO PEI Canada,,,,
1122, (jamaica),NA,NA,this house will surely take your breath away,,,,
1123," (Brooklyn, NY)",NA,NA,"Old Mill Basin - Single Family, 2 Flrs, 3 Bedroom + Backyard + Garage",,,,
1126, (queens),NA,NA,perfect for that new family of yours,,,,
1129, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1132, (jamaica),NA,"
                    3br -
                ",Wide sunny Street In jamaica Queens,,,,
1134, (Crown Heights),NA,"
                    1br -
                ",Beautiful large renovated 1 Bed in heart of Crown Heights/ Must see,,,,
1136, (South Ozone Park),NA,"
                    2br -
                ",Wonderful 1 Family For Sale !!!,,,,
1138, (jamaica),NA,NA,lovely 2 family brick,,,,
1139, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1140, (South Ozone Park),NA,"
                    2br -
                ",Stop Talking Politics And Lets Find You A House !!!,,,,
1141, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1142, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1143, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1144, (South Ozone Park),NA,"
                    2br -
                ",Wonderful 1 Family For Sale !!!,,,,
1145, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1147, (South Ozone Park),NA,"
                    2br -
                ",Own A Home And Be Happy !!!,,,,
1149, (sop),NA,NA,your family can thrive in this house,,,,
1153, (sop),NA,NA,your family can thrive in this house,,,,
1154, (sop),NA,NA,3 bed 3 bath ozone park,,,,
1158, (Buffalo),NA,NA,2 unit home - Walking distance to bus stops - Cap Rate: 14.57%,,,,
1159, (BUFFALO),NA,NA,"100% Occupancy - 3BR house - Yearly income $11,400",,,,
1160, (buffalo),NA,NA,Teanants in place - duplex * walking distance commercials,,,,
1161, (buffalo),NA,NA,Great income - Duplex - close to schools!,,,,
1162, (south ozone),NA,NA,1 family renovated,,,,
1163, (BUFFALO),NA,NA,"Spacious, 1 minute to bus stops & more commercials",,,,
1164, (queens),NA,NA,new construction 2 family house,,,,
1172, (Jamaica),NA,NA,Lease Space in 5 Story Office Building,,,,
1175, (jamaica),NA,NA,this house will surely take your breath away,,,,
1180, (South Ozone Park),NA,"
                    2br -
                ",Wonderful 1 Family For Sale !!!,,,,
1181, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1182, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1184, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1185, (jamaica),NA,NA,this house will surely take your breath away,,,,
1186, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1187, (South Ozone Park),NA,"
                    2br -
                ",I Want You.... To Be A Homeowner !!!,,,,
1188, (South Ozone Park),NA,"
                    2br -
                ",I Want You.... To Be A Homeowner !!!,,,,
1191, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1194, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1196, (South Ozone Park),NA,"
                    2br -
                ",Beautiful Starter Home !!!,,,,
1200, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1203, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1204, (Jamaica),NA,"
                    3br -
                ",Beautiful New Construction 1 Family For Sale !!,,,,
1206, (Canarsie),NA,"
                    3br -
                ",The Best House On The Block Is For Sale !!!,,,,
1213, (jamaica),NA,NA,this house will surely take your breath away,,,,
1227, (jamaica),NA,NA,look at this house,,,,
1232, (sop),NA,NA,3 bed 3 bath ozone park,,,,
1248, (cape coral),NA,"
                    20000ft2 -
                ",great land ready to build in sw florida,,,,
1249, (Jackson Heights),NA,"
                    3br -
                ","Beautiful Condominium For Rent, Jackson Heights",,,,
1252, (sop),NA,NA,your family can thrive in this house,,,,
1258, (Prospect Pl),NA,NA,2 Family Fully Renovated With Finished Basement !,,,,
1263,NA,NA,NA,CALLING ALL MY INVESTORS 3 TO 50 UNIT DEALS,,,,
1264, (Canarsie),NA,NA,DETACHED 1 FAMILY HOUSE,,,,
1265,NA,NA,NA,2 Bedrooms in Prime Williamsburg,,,,
1266,NA,NA,NA,VERY EXPERIENCED MGRS WANT 2 ASSIST U,,,,
1267,NA,NA,NA,LET OVER 30 YRS OF EXPERIENCE WORK FOR U,,,,
1268, (Pompano Beach fl),NA,NA,Auto repair shop Land included Amazing opportunity,,,,
1270,NA,NA,NA,BEST RENTAL MGRS WANTS 2 ASSIST U!,,,,
1272, (Jackson Heights),NA,"
                    3br -
                ",Large 3Bd/2Bath Condo For Rent in Jackson Heights,,,,
1273,NA,NA,NA,HURRY TIME 2 BUY WITH VERY LOW INTEREST RATE IN NOW,,,,
1274,NA,NA,NA,OMG AFFORDABLE HOMES 4 SALE CALL NOW,,,,
1278,NA,NA,NA,GUARANTEED HIGHER RENTAL INCOME WITH US,,,,
1281, (Vaca Muerta-Patagonia-),NA,NA,"18,300 Acres in Patagonia !! Vaca Muerta",,,,
1282,NA,NA,NA,UR #1 STOP 4 ALL UR REAL ESTATE NEEDS YES,,,,
1285, (canarsie),NA,NA,look at this one of a kind house,,,,
1286, (NJ),NA,NA,INVESTORS SPECIAL DEALS!! 3 TO 50 UNITS YES CALL NOW,,,,
1289, (NJ),NA,NA,WOW BUYING/SELLING MADE EASIER IN NJ,,,,
1290, (brooklyn),NA,NA,New to the market,,,,
1291, (Chelsea),NA,NA,"Amazing Mixed-Use Bldg For Sale, 22 Residential + 2 Retail!",,,,
1294, (brooklyn),NA,NA,your future awaits you,,,,
1300, (Crown Heights),NA,"
                    1br -
                ",Beautiful large renovated 1 Bed in heart of Crown Heights/ Must see,,,,
1303, (canarsie),NA,NA,beautiful 1 family,,,,
1309, (Brooklyn),NA,NA,DETACHED 1 FAMILY HOUSE,,,,
1312,NA,NA,NA,you can buy this so why wait?,,,,
1314, (South Ozone Park),NA,NA,South Ozone Park - ENTIRELY Renovated Detach One Family  -- A Must See!,,,,
1315, (Springfield Gardens),NA,NA,Springfield! Sparkly Renewed & Improved Two Family- ONLY $649K!!!,,,,
1316, (jamaica),NA,NA,this house will surely take your breath away,,,,
1317, (Jamaica),NA,NA,Located In Jamaica -- Gorgeously Built NEW GIANT Two Family -- Absolutel,,,,
1318, (Saint Albans),NA,NA,Saint Albans RARE FIND! Newly Constructed JUMBO 2 Family -- TOP Locatio,,,,
1320, (Jamaica),NA,NA,SUPER Jamaica Deal! Dazzling Renovated Two Family--- A Must See!,,,,
1321, (Queens Village),NA,NA,Queens Village -- Revitalized  1 Family -- Has  Everything & Far Beyond,,,,
1322, (Queens Village),NA,NA,F I N D   I T   F I R S T!!! Three X 3 Families -- 12 UNITS -- TAX FREE!,,,,
1323, (Far Rockaway),NA,NA,"ATTRACTIVE 1 Family, Far Rockaway --ALL Brand NEW- ONLY $349K!",,,,
1324, (Springfield Gardens),NA,NA,Springfield Gardens -- Revitalized  1 Family -- Has  Everything & Beyond,,,,
1325, (Saint Albans Queens NY),NA,NA,Saint Albans -- Detach One Family -- FANTASTICLY Renovated -- LARGE LOT!!,,,,
1326, (Laurelton),NA,NA,"Laurelton ! Remodeled, UNIQUE & Detach Two Family -- GIANT LOT SIZE!",,,,
1327, (Saint Albans),NA,NA,Saint Albans! Dazzling Renovated Two Family- Tones Of Yard Space -- 50,,,,
1328, (Queens Village),NA,NA,RARE FIND! Queens Village  Three Family -- PERFECT Investment!,,,,
1329, (Wakefield),NA,NA,"PRIME Wakefield Location LIKE NEW, Brick Front , One Family -- TOP Loca",,,,
1330, (Laurelton),NA,NA,Laurelton - E L I T E  Property! Renovated One Family -- Luxury All The,,,,
1331, (Queens Village),NA,NA,RARE Investment -- 3 Family In The Heart Of Queens Village - HUGE!!!,,,,
